,Supply,Month,Day,Hour,DHI,DNI,GHI,Temp,Weekday,target
16161,0.4701549752904476,0.9090909090909091,0.13333333333333333,0.3913043478260869,0.4707446808510638,0.8348258706467662,0.49318929074682955,0.6326923076923079,0.16666666666666666,2939.774
16162,0.5715839445990978,0.9090909090909091,0.13333333333333333,0.43478260869565216,0.48670212765957444,0.890049751243781,0.6026303428839831,0.6826923076923077,0.16666666666666666,4000.974
16163,0.5331972943354873,0.9090909090909091,0.13333333333333333,0.4782608695652174,0.5053191489361702,0.9059701492537313,0.651949271958666,0.7134615384615386,0.16666666666666666,4391.945
16164,0.48074768264844975,0.9090909090909091,0.13333333333333333,0.5217391304347826,0.5026595744680851,0.899502487562189,0.6373884452794739,0.7250000000000001,0.16666666666666666,4371.277999999999
16165,0.4620810887598477,0.9090909090909091,0.13333333333333333,0.5652173913043478,0.4707446808510638,0.8751243781094526,0.5627054955378112,0.7230769230769232,0.16666666666666666,3827.303000000001
16166,0.41629514864219924,0.9090909090909091,0.13333333333333333,0.6086956521739131,0.425531914893617,0.8114427860696517,0.43259746359793333,0.7076923076923076,0.16666666666666666,2929.371
16167,0.23670029853002306,0.9090909090909091,0.13333333333333333,0.6521739130434783,0.3484042553191489,0.6830845771144278,0.26209488022545796,0.6903846153846156,0.16666666666666666,1662.7889999999998
16168,0.05248712038191689,0.9090909090909091,0.13333333333333333,0.6956521739130435,0.18882978723404256,0.3820895522388059,0.08266791921089714,0.5961538461538463,0.16666666666666666,331.396
16169,0.0011546519878908497,0.9090909090909091,0.13333333333333333,0.7391304347826086,0.0,0.0,0.0,0.5230769230769232,0.16666666666666666,7.783
16170,0.00038320450216304807,0.9090909090909091,0.13333333333333333,0.7826086956521738,0.0,0.0,0.0,0.4846153846153847,0.16666666666666666,2.7100000000000004
16171,0.00038334445997976205,0.9090909090909091,0.13333333333333333,0.8260869565217391,0.0,0.0,0.0,0.4500000000000001,0.16666666666666666,2.704
16172,0.0003813850505457655,0.9090909090909091,0.13333333333333333,0.8695652173913043,0.0,0.0,0.0,0.4346153846153847,0.16666666666666666,2.749
16173,0.0003843241646967605,0.9090909090909091,0.13333333333333333,0.9130434782608695,0.0,0.0,0.0,0.4230769230769231,0.16666666666666666,2.722
16174,0.0003819448818126217,0.9090909090909091,0.13333333333333333,0.9565217391304348,0.0,0.0,0.0,0.4153846153846154,0.16666666666666666,2.7110000000000003
16175,0.00038026538801205317,0.9090909090909091,0.13333333333333333,1.0,0.0,0.0,0.0,0.40769230769230774,0.16666666666666666,2.7430000000000003
16176,0.00038180492399590764,0.9090909090909091,0.16666666666666669,0.0,0.0,0.0,0.0,0.39615384615384625,0.3333333333333333,2.7590000000000003
16177,0.00038250471307947777,0.9090909090909091,0.16666666666666669,0.043478260869565216,0.0,0.0,0.0,0.38461538461538464,0.3333333333333333,2.781
16178,0.00038558378504718676,0.9090909090909091,0.16666666666666669,0.08695652173913043,0.0,0.0,0.0,0.37692307692307697,0.3333333333333333,2.763
16179,0.00038712332103104123,0.9090909090909091,0.16666666666666669,0.13043478260869565,0.0,0.0,0.0,0.37307692307692325,0.3333333333333333,2.778
16180,0.0003879630679313255,0.9090909090909091,0.16666666666666669,0.17391304347826086,0.0,0.0,0.0,0.3673076923076924,0.3333333333333333,2.7880000000000003
16181,0.00038964256173189396,0.9090909090909091,0.16666666666666669,0.21739130434782608,0.0,0.0,0.0,0.36538461538461536,0.3333333333333333,2.784
