,RealPower1,RealPower5,RealPower8,RealPower9,RealPower12,RealPower13,RealPower16,RealPower17,RealPower21,RealPower24,RealPower25,RealPower28,RealPower29,RealPower33,RealPower36,RealPower37,RealPower40,RealPower41,RealPower_42,RealPower_43,RealPower_44,RealPower_45,RealPower_46,RealPower_47,RealPower_48
6937,0.287,0.0,0.0,0.0,0.033,0.32,0.0,0.048,0.543,0.341,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6938,0.301,0.0,0.0,0.0,0.035,0.317,0.0,0.048,0.545,0.344,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6939,0.313,0.0,0.0,0.0,0.041,0.32,0.0,0.048,0.546,0.344,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6940,0.3,0.0,0.0,0.0,0.032,0.32,0.0,0.048,0.548,0.344,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6941,0.296,0.0,0.0,0.0,0.031,0.317,0.0,0.048,0.545,0.341,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6942,0.344,2.713,0.0,0.0,0.034,0.315,0.0,0.048,0.539,0.337,0.572,0.0,0.0,0.226,0.0,0.508,0.0,0.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6943,7.558,76.488,3.625,1.065,0.544,0.837,0.0,1.145,3.752,3.54,7.377,5.932,0.948,3.156,12.78,23.078,15.592,2.328,10.472349999999999,11.9684,7.48025,0.0,0.0,6.4588,9.688199999999998
6944,33.632,181.835,51.29,32.802,7.062,6.911,21.941,23.935,19.613,20.113,30.263,86.017,37.609,30.978,115.426,68.839,109.568,30.745,93.40695,106.75080000000001,66.71925,0.0,0.0,107.7616,161.64239999999998
6945,74.502,269.227,118.087,81.923,36.578,29.587,105.9,47.998,37.049,41.328,46.118,208.93,90.238,59.926,222.232,115.888,216.265,79.034,171.34705,195.8252,122.39075,0.0,0.0,217.8564,326.78459999999995
6946,101.791,333.121,164.37,123.983,70.643,59.427,186.197,67.072,54.277,58.612,57.254,318.563,148.998,77.161,305.471,155.814,297.002,109.516,227.2053,259.6632,162.2895,0.0,0.0,300.642,450.963
6947,117.295,366.554,193.536,153.005,97.572,82.403,232.904,80.88,64.846,70.482,63.281,374.813,176.732,89.388,363.077,174.128,354.998,128.843,255.64524999999998,292.166,182.60375,0.0,0.0,355.4596,533.1894
6948,121.665,367.012,208.001,177.699,117.086,98.033,265.831,88.667,69.227,75.339,62.67,395.363,189.016,92.656,386.166,176.336,381.64,139.172,276.0149,315.4456,197.1535,0.0,0.0,377.9488,566.9232
6949,115.775,335.157,205.743,188.569,124.927,103.385,272.222,87.617,68.509,74.227,56.985,387.171,185.328,90.321,383.425,164.083,377.513,136.089,274.30269999999996,313.4888,195.9305,0.0,0.0,371.016,556.524
6950,99.311,273.605,188.054,172.223,123.379,101.669,258.996,80.757,63.094,68.948,45.639,338.727,167.774,80.693,352.274,132.767,343.528,117.148,250.84954999999997,286.6852,179.17825,0.0,0.0,334.8412,502.26179999999994
6951,72.407,180.941,148.294,139.089,112.105,88.781,193.752,65.666,50.953,55.91,29.238,249.543,132.222,63.267,284.594,85.641,276.155,81.682,201.87334999999996,230.7124,144.19525,0.0,0.0,257.82,386.72999999999996
6952,25.17,68.448,78.969,91.45,85.732,62.289,111.791,44.318,33.053,31.231,10.472,146.304,83.703,39.011,185.722,31.931,177.749,42.982,132.5478,151.4832,94.677,0.0,0.0,149.3804,224.0706
6953,6.006,0.868,27.776,24.854,35.801,18.983,51.738,18.938,10.777,9.862,0.723,43.942,32.809,10.574,57.362,1.921,64.898,9.913,49.57365,56.65560000000001,35.40975,0.0,0.0,33.165600000000005,49.7484
6954,0.355,0.0,0.281,0.48,2.994,1.235,6.333,1.22,0.976,0.829,0.0,0.092,0.79,0.3,0.0,0.0,2.169,1.237,0.9499,1.0856000000000001,0.6785,0.0,0.0,0.0,0.0
6955,0.273,0.0,0.0,0.0,0.046,0.314,0.0,0.047,0.529,0.334,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6956,0.282,0.0,0.0,0.0,0.042,0.316,0.0,0.048,0.534,0.337,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6957,0.275,0.0,0.0,0.0,0.05,0.32,0.0,0.048,0.536,0.339,0.0,0.0,0.0,0.224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6958,0.272,0.0,0.0,0.0,0.043,0.319,0.0,0.045,0.534,0.337,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6959,0.265,0.0,0.0,0.0,0.042,0.317,0.0,0.048,0.535,0.339,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6960,0.268,0.0,0.0,0.0,0.03,0.311,0.0,0.046,0.524,0.33,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6961,0.266,0.0,0.0,0.0,0.049,0.309,0.0,0.044,0.524,0.329,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6962,0.27,0.0,0.0,0.0,0.048,0.31,0.0,0.046,0.527,0.332,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6963,0.279,0.0,0.0,0.0,0.053,0.311,0.0,0.048,0.528,0.332,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6964,0.285,0.0,0.0,0.0,0.05,0.31,0.0,0.047,0.528,0.332,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6965,0.282,0.0,0.0,0.0,0.044,0.308,0.0,0.048,0.525,0.33,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6966,0.338,2.315,0.0,0.0,0.035,0.309,0.0,0.047,0.526,0.332,0.553,0.0,0.0,0.225,0.0,0.473,0.0,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6967,7.378,76.561,3.219,0.886,0.546,0.828,0.0,0.934,3.617,3.41,7.204,5.316,0.933,2.957,12.415,22.202,14.846,2.289,9.669799999999999,11.051200000000001,6.907,0.0,0.0,8.129600000000002,12.1944
6968,32.999,180.39,50.2,32.193,6.95,6.789,21.213,23.489,19.292,19.841,29.897,84.109,36.077,30.334,114.337,67.75,107.955,30.04,92.40735,105.60840000000002,66.00525,0.0,0.0,105.11160000000001,157.6674
6969,72.729,266.541,116.488,80.983,36.101,29.008,104.753,47.36,35.83,40.627,45.456,205.581,88.596,58.643,220.378,113.996,213.926,78.866,168.637,192.728,120.455,0.0,0.0,213.99760000000003,320.9964
6970,100.169,328.273,161.551,122.592,69.438,58.096,182.918,65.777,53.29,57.773,56.265,314.553,149.39,75.439,300.706,152.886,291.864,109.61,222.01025,253.72600000000003,158.57875,0.0,0.0,295.52320000000003,443.28479999999996
6971,114.722,359.815,189.491,151.12,95.52,80.426,228.833,78.845,63.661,69.312,61.603,369.379,176.539,86.846,355.411,170.877,346.24,128.6,253.14449999999997,289.308,180.8175,0.0,0.0,350.51120000000003,525.7668
6972,118.727,357.688,201.457,173.243,113.77,94.646,258.917,85.366,66.963,73.344,61.626,386.823,185.524,90.603,379.752,172.925,370.514,138.278,268.58895,306.95880000000005,191.84925,0.0,0.0,372.9064,559.3596
6973,113.2,329.34,200.78,184.311,121.136,100.424,264.942,85.559,67.057,73.385,56.493,373.125,179.6,88.286,374.712,161.565,369.776,133.535,266.82495,304.9428,190.58925,0.0,0.0,366.8008,550.2012
6974,98.285,269.119,185.795,169.885,121.126,99.486,253.519,79.459,62.113,67.994,44.958,331.861,162.707,79.5,345.746,131.506,339.337,114.766,245.69475,280.79400000000004,175.49625,0.0,0.0,328.91560000000004,493.37339999999995
6975,71.539,179.413,147.144,137.545,110.646,87.117,191.11,65.214,50.474,55.143,29.067,246.309,129.023,62.905,280.098,84.603,273.43,79.886,201.75854999999999,230.5812,144.11325,0.0,0.0,252.9864,379.4796
6976,24.424,66.482,78.823,90.581,85.749,62.193,111.034,44.281,33.073,31.384,10.178,145.272,82.905,39.304,186.652,31.284,177.696,42.244,132.65315,151.6036,94.75225,0.0,0.0,148.10440000000003,222.1566
6977,5.55,0.619,27.553,23.357,35.817,19.178,51.518,19.07,10.763,10.343,0.67,41.936,32.287,10.328,56.192,1.624,64.366,9.263,49.52814999999999,56.6036,35.37725,0.0,0.0,24.7328,37.099199999999996
6978,0.344,0.0,0.116,0.38,2.789,1.022,5.805,1.122,0.888,0.77,0.0,0.0,0.588,0.275,0.0,0.0,1.835,1.168,0.7504,0.8576000000000001,0.536,0.0,0.0,0.0,0.0
6979,0.258,0.0,0.0,0.0,0.039,0.315,0.0,0.047,0.531,0.335,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6980,0.276,0.0,0.0,0.0,0.042,0.316,0.0,0.047,0.535,0.338,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6981,0.295,0.0,0.0,0.0,0.04,0.316,0.0,0.044,0.537,0.339,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6982,0.288,0.0,0.0,0.0,0.034,0.318,0.0,0.047,0.536,0.339,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6983,0.3,0.0,0.0,0.0,0.048,0.324,0.0,0.048,0.547,0.348,0.0,0.0,0.0,0.228,0.0,0.0,0.0,1.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6984,0.289,0.0,0.0,0.0,0.046,0.323,0.0,0.047,0.547,0.344,0.0,0.0,0.0,0.223,0.0,0.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6985,0.273,0.0,0.0,0.0,0.03,0.316,0.0,0.048,0.54,0.34,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6986,0.261,0.0,0.0,0.0,0.037,0.317,0.0,0.048,0.544,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6987,0.268,0.0,0.0,0.0,0.037,0.315,0.0,0.048,0.542,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6988,0.288,0.0,0.0,0.0,0.031,0.316,0.0,0.048,0.542,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6989,0.281,0.0,0.0,0.0,0.026,0.313,0.0,0.048,0.54,0.34,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6990,0.342,1.839,0.0,0.0,0.036,0.317,0.0,0.048,0.542,0.342,0.535,0.0,0.0,0.227,0.0,0.438,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6991,7.072,74.503,2.786,0.656,0.482,0.787,0.0,0.734,3.475,3.229,6.802,4.677,0.824,2.751,11.948,21.899,14.534,2.171,9.144449999999999,10.450800000000001,6.53175,0.0,0.0,6.9812,10.4718
6992,32.809,180.1,50.385,31.954,6.8,6.662,20.376,23.632,19.357,19.859,30.035,83.597,35.619,30.257,114.645,67.824,107.982,29.902,92.54069999999999,105.7608,66.1005,0.0,0.0,105.1272,157.6908
6993,72.84,264.627,117.151,80.535,36.102,29.012,105.082,47.787,35.846,40.838,45.615,205.682,87.968,59.358,222.226,113.426,214.668,78.575,167.38225,191.294,119.55875,0.0,0.0,215.3388,323.0082
6994,99.804,323.244,161.068,121.9,69.688,58.405,183.879,65.643,52.707,57.522,55.557,313.136,147.278,75.357,300.12,152.706,292.245,108.898,218.33839999999998,249.5296,155.956,0.0,0.0,293.614,440.421
6995,113.576,353.051,187.498,149.281,95.134,80.038,227.777,77.528,62.025,67.544,60.69,365.35,173.5,85.61,350.06,168.371,343.974,127.241,249.34209999999996,284.9624,178.1015,0.0,0.0,346.5588,519.8382
6996,117.74,353.945,200.011,171.022,112.105,93.042,254.24,84.055,65.405,71.36,60.596,381.046,181.8,89.746,371.397,170.632,367.113,135.8,261.89484999999996,299.3084,187.06775,0.0,0.0,364.3644,546.5465999999999
6997,111.51,324.077,198.644,182.054,120.002,99.023,261.566,84.818,65.042,71.296,55.083,368.775,177.064,86.821,368.76,158.966,362.701,131.534,266.0546,304.06239999999997,190.039,0.0,0.0,355.95000000000005,533.925
6998,96.789,265.985,183.036,166.621,119.333,97.775,249.105,78.145,60.367,65.812,44.183,326.048,160.437,78.191,336.06,129.756,331.674,113.085,244.70074999999997,279.658,174.78625,0.0,0.0,321.09920000000005,481.6488
6999,70.556,176.479,144.947,135.743,109.592,85.751,187.212,64.104,49.316,53.971,28.448,242.509,127.461,61.892,274.863,83.852,268.553,78.74,198.70409999999998,227.09040000000002,141.9315,0.0,0.0,247.70000000000002,371.55
7000,23.714,63.906,77.74,89.169,84.243,60.989,109.31,43.64,32.7,31.029,9.79,141.785,81.618,38.792,185.287,30.627,175.122,41.649,130.82299999999998,149.512,93.445,0.0,0.0,144.52439999999999,216.7866
7001,5.358,0.51,26.768,22.024,34.528,18.307,50.392,18.767,10.221,10.165,0.649,40.081,31.502,9.869,53.783,1.461,62.63,8.78,48.000750000000004,54.858000000000004,34.28625,0.0,0.0,29.2224,43.8336
7002,0.3,0.0,0.041,0.324,2.485,0.929,5.318,1.019,0.912,0.738,0.0,0.0,0.678,0.268,0.0,0.0,1.569,1.136,0.6272,0.7168000000000001,0.448,0.0,0.0,0.0,0.0
7003,0.277,0.0,0.0,0.0,0.033,0.319,0.0,0.044,0.537,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7004,0.276,0.0,0.0,0.0,0.044,0.321,0.0,0.046,0.538,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7005,0.297,0.0,0.0,0.0,0.039,0.322,0.0,0.048,0.54,0.342,0.0,0.0,0.0,0.227,0.0,0.0,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7006,0.296,0.0,0.0,0.0,0.041,0.322,0.0,0.048,0.543,0.343,0.0,0.0,0.0,0.226,0.0,0.0,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7007,0.278,0.0,0.0,0.0,0.036,0.319,0.0,0.044,0.537,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7008,0.279,0.0,0.0,0.0,0.033,0.32,0.0,0.048,0.54,0.341,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7009,0.268,0.0,0.0,0.0,0.038,0.319,0.0,0.048,0.541,0.342,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7010,0.268,0.0,0.0,0.0,0.029,0.317,0.0,0.047,0.539,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7011,0.293,0.0,0.0,0.0,0.029,0.318,0.0,0.047,0.536,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7012,0.297,0.0,0.0,0.0,0.029,0.318,0.0,0.048,0.536,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7013,0.267,0.0,0.0,0.0,0.031,0.313,0.0,0.048,0.536,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7014,0.318,1.281,0.0,0.0,0.031,0.312,0.0,0.047,0.533,0.337,0.516,0.0,0.0,0.223,0.0,0.414,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7015,6.868,72.204,2.45,0.519,0.478,0.757,0.0,0.605,3.319,3.038,6.551,4.058,0.757,2.605,11.295,21.174,13.917,2.112,8.0647,9.216800000000001,5.7605,0.0,0.0,4.2208,6.3312
7016,32.059,176.249,49.321,31.226,6.692,6.544,19.376,23.13,18.968,19.393,29.287,81.591,33.951,29.504,111.686,66.454,105.741,29.317,90.18764999999999,103.07159999999999,64.41975,0.0,0.0,103.2128,154.8192
7017,70.876,261.596,115.473,78.879,35.441,28.411,103.07,46.974,34.282,39.295,44.833,199.567,86.397,57.818,217.521,111.737,209.677,77.37,165.64765,189.3116,118.31975,0.0,0.0,210.45520000000002,315.6828
7018,98.906,324.468,159.929,120.29,68.45,57.267,180.854,64.954,51.559,56.542,55.535,308.938,145.073,74.88,297.942,152.138,288.248,107.568,217.82004999999998,248.9372,155.58575,0.0,0.0,290.2364,435.3546
7019,113.125,354.541,187.592,148.211,95.157,80.28,227.615,77.971,62.763,68.021,60.881,364.173,172.19,87.0,352.952,169.274,342.44,126.311,250.76834999999997,286.5924,179.12025,0.0,0.0,344.762,517.1429999999999
7020,118.23,353.643,202.014,171.583,112.896,93.852,256.236,84.818,66.743,72.669,60.543,380.604,180.743,90.508,375.661,170.29,369.152,135.631,268.4577,306.8088,191.7555,0.0,0.0,365.91,548.865
7021,112.009,322.355,199.268,181.104,120.789,100.471,263.503,84.825,65.891,71.712,54.489,366.42,176.668,87.086,368.961,158.404,365.985,131.416,264.9934,302.8496,189.281,0.0,0.0,356.68000000000006,535.02
7022,95.847,260.996,180.708,164.314,119.147,98.484,249.046,77.307,59.638,65.326,43.288,320.687,157.819,77.203,332.302,127.525,328.127,111.828,241.1094,275.5536,172.221,0.0,0.0,317.09520000000003,475.6428
7023,68.781,171.311,141.791,132.325,108.235,84.54,184.082,63.054,48.385,52.911,27.501,236.225,124.512,60.845,264.274,81.517,263.587,76.898,194.43724999999998,222.214,138.88375,0.0,0.0,241.6708,362.5062
7024,22.743,59.605,75.135,86.358,81.895,58.983,106.956,42.154,31.475,29.829,9.123,136.483,78.58,37.307,169.604,29.012,169.214,39.895,126.50959999999999,144.5824,90.364,0.0,0.0,136.7884,205.1826
7025,5.14,0.509,24.946,20.603,32.652,17.155,47.726,17.677,9.98,9.633,0.615,37.25,30.118,8.979,49.749,1.34,58.827,8.235,45.01945,51.45080000000001,32.15675,0.0,0.0,27.114400000000003,40.6716
7026,0.296,0.0,0.016,0.33,2.238,0.883,4.773,0.884,0.861,0.711,0.0,0.0,0.839,0.258,0.0,0.0,1.317,1.14,0.5649,0.6456000000000001,0.4035,0.0,0.0,0.0,0.0
7027,0.289,0.0,0.0,0.0,0.04,0.32,0.0,0.048,0.542,0.341,0.0,0.0,0.0,0.227,0.0,0.0,0.0,1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7028,0.278,0.0,0.0,0.0,0.034,0.323,0.0,0.048,0.543,0.343,0.0,0.0,0.0,0.228,0.0,0.0,0.0,1.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7029,0.296,0.0,0.0,0.0,0.044,0.325,0.0,0.048,0.547,0.344,0.0,0.0,0.0,0.227,0.0,0.0,0.0,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7030,0.291,0.0,0.0,0.0,0.035,0.319,0.0,0.048,0.54,0.341,0.0,0.0,0.0,0.228,0.0,0.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7031,0.295,0.0,0.0,0.0,0.039,0.32,0.0,0.048,0.543,0.343,0.0,0.0,0.0,0.227,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7032,0.273,0.0,0.0,0.0,0.031,0.322,0.0,0.048,0.544,0.344,0.0,0.0,0.0,0.228,0.0,0.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7033,0.285,0.0,0.0,0.0,0.027,0.315,0.0,0.047,0.54,0.339,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7034,0.268,0.0,0.0,0.0,0.029,0.316,0.0,0.048,0.54,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7035,0.287,0.0,0.0,0.0,0.032,0.321,0.0,0.048,0.542,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7036,0.304,0.0,0.0,0.0,0.026,0.318,0.0,0.048,0.54,0.34,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7037,0.286,0.0,0.0,0.0,0.03,0.319,0.0,0.048,0.54,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7038,0.331,1.228,0.0,0.0,0.03,0.318,0.0,0.048,0.538,0.34,0.523,0.0,0.0,0.227,0.0,0.381,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7039,6.003,66.821,2.041,0.546,0.414,0.769,0.0,0.627,2.866,2.683,6.524,3.483,1.08,2.481,8.146,18.426,10.113,2.258,6.8313,7.807200000000001,4.8795,0.0,0.0,4.9976,7.4963999999999995
7040,30.729,174.324,45.973,28.288,6.804,6.678,18.016,20.975,17.873,18.37,28.553,74.941,30.626,27.742,101.663,64.446,97.761,27.207,85.85674999999999,98.12200000000001,61.32625,0.0,0.0,72.3856,108.5784
7041,69.738,258.222,113.778,77.451,35.115,28.105,99.731,46.291,34.463,39.843,44.183,196.243,79.369,57.52,215.501,110.668,208.83,74.056,163.6719,187.05360000000002,116.9085,0.0,0.0,177.05880000000002,265.5882
7042,99.035,319.044,160.9,119.216,68.716,57.29,180.328,65.598,51.5,57.251,54.785,307.02,140.906,75.696,298.555,150.82,291.256,105.499,216.18554999999998,247.06920000000002,154.41825,0.0,0.0,290.0424,435.0636
7043,113.93,352.916,189.645,146.857,95.599,81.058,228.353,78.681,62.957,68.523,60.796,362.055,171.971,87.032,353.249,168.473,345.584,125.76,249.1622,284.75680000000006,177.973,0.0,0.0,345.4196,518.1293999999999
7044,118.638,356.083,204.302,170.641,113.611,95.748,257.03,85.642,68.049,73.895,60.994,382.621,181.656,92.223,378.414,171.984,372.247,136.283,264.48765,302.2716,188.91975,0.0,0.0,369.3308,553.9961999999999
7045,112.163,322.996,199.169,182.439,123.17,101.43,266.493,84.053,67.363,73.196,54.451,368.973,178.009,89.281,375.987,158.066,367.073,131.603,266.37694999999997,304.43080000000003,190.26925,0.0,0.0,360.8756,541.3134
7046,95.556,202.848,182.941,166.092,120.1,97.542,248.954,77.958,55.207,59.305,34.557,312.347,140.954,78.276,339.322,95.387,334.56,96.122,242.94899999999998,277.656,173.535,0.0,0.0,308.9556,463.4334
7047,47.685,113.81,134.382,79.765,100.204,75.417,185.963,62.027,26.651,29.943,16.658,161.607,80.29,34.653,177.473,51.626,234.443,47.827,197.5204,225.73760000000004,141.086,0.0,0.0,159.41240000000002,239.1186
7048,21.208,40.802,48.518,53.63,43.869,35.194,77.797,27.538,17.586,18.041,7.094,101.742,56.171,18.391,77.991,22.429,98.113,30.705,128.45,146.8,91.75,0.0,0.0,82.6372,123.95579999999998
7049,4.799,0.614,11.678,19.378,16.509,10.191,31.66,7.228,5.994,6.275,0.561,32.391,23.793,3.971,24.07,2.284,27.262,9.837,43.633449999999996,49.866800000000005,31.16675,0.0,0.0,18.8636,28.295399999999997
7050,0.264,0.0,0.0,0.341,1.12,0.88,3.301,0.323,0.758,0.58,0.0,0.0,0.202,0.24,0.0,0.0,0.354,1.163,0.55755,0.6372,0.39825,0.0,0.0,0.0,0.0
7051,0.291,0.0,0.0,0.0,0.037,0.32,0.0,0.048,0.543,0.342,0.0,0.0,0.0,0.226,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7052,0.279,0.0,0.0,0.0,0.044,0.323,0.0,0.048,0.544,0.343,0.0,0.0,0.0,0.228,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7053,0.302,0.0,0.0,0.0,0.038,0.32,0.0,0.048,0.545,0.344,0.0,0.0,0.0,0.228,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7054,0.287,0.0,0.0,0.0,0.04,0.324,0.0,0.048,0.546,0.345,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7055,0.291,0.0,0.0,0.0,0.036,0.323,0.0,0.048,0.545,0.345,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7056,0.295,0.0,0.0,0.0,0.045,0.324,0.0,0.048,0.549,0.347,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7057,0.269,0.0,0.0,0.0,0.03,0.315,0.0,0.048,0.54,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7058,0.295,0.0,0.0,0.0,0.033,0.317,0.0,0.048,0.541,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7059,0.29,0.0,0.0,0.0,0.031,0.318,0.0,0.047,0.543,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7060,0.299,0.0,0.0,0.0,0.031,0.317,0.0,0.048,0.544,0.341,0.0,0.0,0.0,0.226,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7061,0.294,0.0,0.0,0.0,0.033,0.317,0.0,0.047,0.542,0.34,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7062,0.317,0.191,0.0,0.0,0.04,0.315,0.0,0.048,0.538,0.34,0.402,0.0,0.0,0.224,0.0,0.188,0.0,0.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7063,3.136,21.895,0.0,0.19,0.208,0.563,0.0,0.295,1.262,1.132,4.63,0.292,0.529,1.572,0.555,7.222,1.587,1.501,2.7457499999999997,3.138,1.96125,0.0,0.0,0.0,0.0
7064,16.032,89.188,12.261,11.966,5.838,6.001,3.549,5.438,6.928,7.482,15.184,31.426,13.188,8.852,22.448,32.583,27.866,9.824,45.769149999999996,52.30760000000001,32.69225,0.0,0.0,20.6768,31.0152
7065,55.285,207.52,51.263,51.041,21.814,20.86,35.909,19.802,22.78,25.23,32.584,112.626,44.126,32.362,85.335,103.252,106.859,31.372,136.86575,156.418,97.76125,0.0,0.0,109.5552,164.3328
