,Supply,Month,Day,Hour,DHI,DNI,GHI,Temp,Weekday,target
2153,0.17594349691262287,0.1818181818181818,0.9999999999999999,0.7391304347826086,0.28723404255319146,0.4343283582089552,0.12963832785345233,0.38269230769230783,0.8333333333333333,2277.361
2154,0.05173997324167502,0.1818181818181818,0.9999999999999999,0.7826086956521738,0.02925531914893617,0.02835820895522388,0.005636449037106623,0.3557692307692308,0.8333333333333333,501.5810000000001
2155,0.001795831141712877,0.1818181818181818,0.9999999999999999,0.8260869565217391,0.0,0.0,0.0,0.34230769230769226,0.8333333333333333,15.843
2156,0.00039921138870029196,0.1818181818181818,0.9999999999999999,0.8695652173913043,0.0,0.0,0.0,0.3346153846153846,0.8333333333333333,2.887
2157,0.00040265643002494067,0.1818181818181818,0.9999999999999999,0.9130434782608695,0.0,0.0,0.0,0.325,0.8333333333333333,2.9059999999999997
2158,0.0004043100498607721,0.1818181818181818,0.9999999999999999,0.9565217391304348,0.0,0.0,0.0,0.3096153846153847,0.8333333333333333,2.907
2159,0.00040623927300257527,0.1818181818181818,0.9999999999999999,1.0,0.0,0.0,0.0,0.29423076923076924,0.8333333333333333,2.965
2160,0.0004100977192861819,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.2769230769230769,1.0,2.99
2161,0.00041051112424513974,0.2727272727272727,0.0,0.043478260869565216,0.0,0.0,0.0,0.2557692307692308,1.0,2.9779999999999998
2162,0.0004120269424279852,0.2727272727272727,0.0,0.08695652173913043,0.0,0.0,0.0,0.24038461538461536,1.0,3.0009999999999994
2163,0.0004149207771406901,0.2727272727272727,0.0,0.13043478260869565,0.0,0.0,0.0,0.22499999999999998,1.0,3.016
2164,0.0004139561655697884,0.2727272727272727,0.0,0.17391304347826086,0.0,0.0,0.0,0.21538461538461545,1.0,2.9989999999999997
2165,0.0004146451738347181,0.2727272727272727,0.0,0.21739130434782608,0.0,0.0,0.0,0.21923076923076923,1.0,3.0029999999999997
2166,0.0018134697532950787,0.2727272727272727,0.0,0.2608695652173913,0.22340425531914893,0.31990049751243776,0.0840770314701738,0.27115384615384613,1.0,4.7989999999999995
2167,0.025002731917770447,0.2727272727272727,0.0,0.30434782608695654,0.44680851063829785,0.6318407960199005,0.2832315641146078,0.3326923076923077,1.0,82.23
2168,0.0818222118901605,0.2727272727272727,0.0,0.34782608695652173,0.5824468085106382,0.771641791044776,0.4903710662282762,0.39807692307692316,1.0,478.944
2169,0.23352419321610735,0.2727272727272727,0.0,0.3913043478260869,0.6648936170212766,0.8427860696517412,0.6674495068107092,0.45384615384615384,1.0,738.652
2170,0.5032932528038847,0.2727272727272727,0.0,0.43478260869565216,0.6968085106382979,0.8895522388059701,0.799906059182715,0.4846153846153847,1.0,1308.159
2171,0.828352469619214,0.2727272727272727,0.0,0.4782608695652174,0.7473404255319148,0.8985074626865671,0.868952559887271,0.49038461538461536,1.0,2059.035
2172,0.9755443406445836,0.2727272727272727,0.0,0.5217391304347826,0.7686170212765957,0.8910447761194029,0.8741193048379521,0.4692307692307694,1.0,2547.9849999999997
2173,0.8711651005738474,0.2727272727272727,0.0,0.5652173913043478,0.7473404255319148,0.8761194029850746,0.8168154062940348,0.4365384615384616,1.0,3484.2139999999995
2174,0.7556863507600519,0.2727272727272727,0.0,0.6086956521739131,0.7074468085106382,0.8388059701492537,0.6993893846876468,0.4057692307692308,1.0,3027.5400000000004
2175,0.7005780917144413,0.2727272727272727,0.0,0.6521739130434783,0.6303191489361702,0.771641791044776,0.5317050258337248,0.38653846153846155,1.0,1892.359
2176,0.5302402282436338,0.2727272727272727,0.0,0.6956521739130435,0.5159574468085106,0.6462686567164179,0.33161108501643966,0.35000000000000003,1.0,1380.483
2177,0.31382411024573204,0.2727272727272727,0.0,0.7391304347826086,0.31382978723404253,0.39054726368159204,0.1277595115077501,0.3134615384615384,1.0,1050.863
2178,0.0691186909063449,0.2727272727272727,0.0,0.7826086956521738,0.031914893617021274,0.023383084577114428,0.006106153123532175,0.2788461538461539,1.0,348.66600000000005
2179,0.0021831915882563778,0.2727272727272727,0.0,0.8260869565217391,0.0,0.0,0.0,0.25961538461538464,1.0,14.256
2180,0.00039783337217043254,0.2727272727272727,0.0,0.8695652173913043,0.0,0.0,0.0,0.2423076923076924,1.0,2.9499999999999997
2181,0.0004004516035771655,0.2727272727272727,0.0,0.9130434782608695,0.0,0.0,0.0,0.22499999999999998,1.0,2.951
2182,0.0004005894052301515,0.2727272727272727,0.0,0.9565217391304348,0.0,0.0,0.0,0.21153846153846156,1.0,2.9450000000000003
2183,0.00040858190110333646,0.2727272727272727,0.0,1.0,0.0,0.0,0.0,0.19999999999999996,1.0,2.94
