#Meteo hourly data,,,,,,,,,,,,,,,,,,,
#Site, Solcast_site_-117.241045_32.881404,,,,,,,,,,,,,,,,,,
#Country, United States,,,,,,,,,,,,,,,,,,
#Data Source, Solcast https://solcast.com,,,,,,,,,,,,,,,,,,
#Time step,1,,,,,,,,,,,,,,,,,,
#Latitude,32.8814,,,,,,,,,,,,,,,,,,
#Longitude,-117.241,,,,,,,,,,,,,,,,,,
#Altitude,129,,,,,,,,,,,,,,,,,,
#Time Zone,-8,,,,,,,,,,,,,,,,,,
Year,Month,Day,Hour,Minute,[deg C],[degree],[%],[deg C],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[],[degree]
Year,Month,Day,Hour,Minute,Tamb,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,Pw,SnowDepth,Pressure,WindDir,WindVel,AlbedoDaily,Zenith
2018,6,1,11,0,19.8,-163,0,9.8,111,960,938,1049,1.11,0,977.8,271,3.1,0.1,12
2018,6,1,12,0,20.5,138,0,9.9,110,957,923,1034,1.12,0,977.8,267,3.6,0.1,15
2018,6,1,13,0,20.8,109,0,10.3,106,944,850,957,1.12,0,977.5,266,3.9,0.1,26
2018,6,1,14,0,20.6,96,0,10.9,102,913,720,822,1.1,0,977.1,268,4,0.1,38
2018,6,1,15,0,20.4,88,3.6,11.5,141,745,476,617,1.09,0,976.7,269,4.1,0.1,50
2018,6,1,16,0,19.7,80,0,11.8,81,756,347,428,1.08,0,976.5,273,3.9,0.1,63
2018,6,1,17,0,18.3,73,20.9,11.7,111,191,61,171,1.08,0,976.3,280,3.5,0.1,75
2018,6,1,18,0,16.9,66,11.1,11.7,25,34,4,28,1.07,0,976.2,289,3.2,0.1,87
2018,6,1,19,0,16,57,0,11.7,0,0,0,0,1.07,0,976.3,296,2.8,0.1,98
2018,6,1,20,0,15.3,47,0,11.8,0,0,0,0,1.07,0,976.5,301,2.5,0.1,108
2018,6,1,21,0,14.7,35,0,11.9,0,0,0,0,1.07,0,976.8,307,2.1,0.1,116
2018,6,1,22,0,14.4,21,0,11.9,0,0,0,0,1.07,0,976.8,309,1.9,0.1,122
2018,6,1,23,0,14.4,5,0,11.9,0,0,0,0,1.08,0,976.6,306,1.7,0.1,125
2018,6,2,0,0,14.3,-12,0,11.9,0,0,0,0,1.08,0,976.3,301,1.5,0.1,124
2018,6,2,1,0,14.3,-28,0,12,0,0,0,0,1.07,0,976.2,299,1.3,0.1,120
2018,6,2,2,0,14.3,-41,0,12.2,0,0,0,0,1.07,0,976.2,302,1.2,0.1,113
2018,6,2,3,0,14.2,-52,0,12.3,0,0,0,0,1.06,0,976.2,305,1.2,0.1,103
2018,6,2,4,0,14.5,-61,0,12.4,2,9,1,3,1.05,0,976.5,300,1.2,0.1,93
2018,6,2,5,0,15.1,-69,27.7,12.3,65,19,2,67,1.06,0,976.8,289,1.4,0.1,81
2018,6,2,6,0,15.8,-76,38.1,12.2,174,49,22,196,1.06,0,977.2,280,1.6,0.1,69
2018,6,2,7,0,16.8,-84,30.2,12,308,110,59,366,1.07,0,977.5,275,1.8,0.1,57
2018,6,2,8,0,18.2,-91,10.6,11.7,240,565,414,654,1.07,0,977.5,273,2,0.1,44
2018,6,2,9,0,19.7,-101,0,11.4,120,908,769,889,1.08,0,977.6,271,2.1,0.1,32
2018,6,2,10,0,20.8,-119,0,11.3,102,960,900,1002,1.09,0,977.5,266,2.4,0.1,20
2018,6,2,11,0,21.5,-163,0,11.3,102,971,950,1052,1.1,0,977.2,260,2.9,0.1,12
2018,6,2,12,0,22.2,137,0,11.4,103,966,933,1036,1.11,0,977,256,3.3,0.1,15
2018,6,2,13,0,22.4,109,1.2,11.7,126,909,820,947,1.12,0,976.6,256,3.6,0.1,25
2018,6,2,14,0,22.2,96,0,12.4,100,914,722,823,1.12,0,976.1,262,3.7,0.1,38
2018,6,2,15,0,22,87,3.7,13,139,743,479,618,1.13,0,975.7,266,3.8,0.1,50
2018,6,2,16,0,21.1,80,4.5,13.3,115,634,295,411,1.14,0,975.4,271,3.6,0.1,63
2018,6,2,17,0,19.5,73,29.3,13.2,122,94,32,154,1.15,0,975.4,278,3.2,0.1,75
2018,6,2,18,0,17.9,66,12.4,13.1,26,25,2,28,1.16,0,975.4,287,2.9,0.1,87
2018,6,2,19,0,16.8,57,0,13.1,0,0,0,0,1.18,0,975.5,296,2.5,0.1,98
2018,6,2,20,0,16.1,47,0,13.1,0,0,0,0,1.19,0,975.7,305,2.1,0.1,108
2018,6,2,21,0,15.4,35,0,13.1,0,0,0,0,1.21,0,975.9,317,1.8,0.1,116
2018,6,2,22,0,15.1,21,0,13.1,0,0,0,0,1.22,0,975.8,323,1.6,0.1,122
2018,6,2,23,0,15.1,5,0,13,0,0,0,0,1.24,0,975.4,318,1.5,0.1,125
2018,6,3,0,0,15.2,-12,0,12.9,0,0,0,0,1.25,0,975.1,312,1.3,0.1,124
2018,6,3,1,0,15.2,-28,0,12.9,0,0,0,0,1.29,0,975,309,1.2,0.1,120
2018,6,3,2,0,15,-41,0,12.9,0,0,0,0,1.35,0,975.1,312,1.2,0.1,112
2018,6,3,3,0,14.9,-52,0,12.9,0,0,0,0,1.4,0,975.3,314,1.2,0.1,103
2018,6,3,4,0,15.1,-61,0,12.9,2,9,1,3,1.43,0,975.4,323,1.2,0.1,93
2018,6,3,5,0,15.5,-69,2.6,12.9,46,297,55,101,1.42,0,975.5,335,1.4,0.1,81
2018,6,3,6,0,16,-76,0,12.9,80,625,224,304,1.41,0,975.6,343,1.6,0.1,69
2018,6,3,7,0,17.2,-83,0,13,103,765,418,521,1.4,0,975.6,337,1.7,0.1,57
2018,6,3,8,0,19,-91,0,13,118,843,602,719,1.39,0,975.7,317,1.8,0.1,44
2018,6,3,9,0,20.7,-101,0,13.1,126,891,755,881,1.38,0,975.8,301,2,0.1,32
2018,6,3,10,0,21.9,-119,0,13.2,122,927,869,991,1.38,0,975.7,286,2.4,0.1,20
2018,6,3,11,0,22.5,-162,0,13.4,123,937,917,1040,1.38,0,975.4,273,2.9,0.1,12
2018,6,3,12,0,23,137,0,13.5,124,932,901,1025,1.37,0,975.1,264,3.5,0.1,15
2018,6,3,13,0,23.1,109,0.9,13.8,140,886,801,941,1.36,0,974.8,263,3.8,0.1,25
2018,6,3,14,0,22.7,96,8.7,14.1,253,619,493,746,1.32,0,974.4,266,3.9,0.1,38
2018,6,3,15,0,22.2,87,25.9,14.5,351,184,124,475,1.28,0,974,269,4,0.1,50
2018,6,3,16,0,21.2,80,47.9,14.5,228,0,0,228,1.25,0,973.9,272,3.7,0.1,63
2018,6,3,17,0,19.6,73,78,14.2,46,0,0,46,1.22,0,973.9,276,3.1,0.1,75
2018,6,3,18,0,18.1,66,21.3,13.9,20,22,2,22,1.19,0,974,282,2.6,0.1,87
2018,6,3,19,0,17,57,0,13.7,0,0,0,0,1.16,0,974.2,289,2.1,0.1,98
2018,6,3,20,0,16.5,47,0,13.6,0,0,0,0,1.12,0,974.5,298,1.7,0.1,108
2018,6,3,21,0,16,35,0,13.5,0,0,0,0,1.09,0,974.9,312,1.4,0.1,116
2018,6,3,22,0,15.6,21,0,13.5,0,0,0,0,1.07,0,974.8,318,1.3,0.1,122
2018,6,3,23,0,15.4,5,0,13.4,0,0,0,0,1.05,0,974.5,312,1.3,0.1,125
2018,6,4,0,0,15.1,-12,0,13.3,0,0,0,0,1.04,0,974.1,306,1.4,0.1,124
2018,6,4,1,0,14.9,-28,0,13.2,0,0,0,0,1.09,0,973.9,309,1.5,0.1,119
2018,6,4,2,0,14.7,-41,0,13.1,0,0,0,0,1.21,0,973.9,318,1.6,0.1,112
2018,6,4,3,0,14.5,-52,0,13.1,0,0,0,0,1.32,0,973.9,326,1.8,0.1,103
2018,6,4,4,0,14.9,-61,0,13,2,10,1,3,1.38,0,974,326,1.8,0.1,93
2018,6,4,5,0,16,-69,39.8,12.9,55,14,1,56,1.38,0,974.2,319,1.6,0.1,81
2018,6,4,6,0,17,-76,50.8,12.9,147,19,9,156,1.39,0,974.4,311,1.4,0.1,69
2018,6,4,7,0,18.2,-83,50.5,12.8,238,28,13,251,1.4,0,974.6,293,1.5,0.1,57
2018,6,4,8,0,19.5,-91,43.4,12.7,357,74,56,413,1.42,0,974.7,276,2,0.1,44
2018,6,4,9,0,20.9,-101,32.5,12.7,448,172,152,600,1.44,0,974.8,266,2.5,0.1,32
2018,6,4,10,0,21.8,-118,12.1,12.7,357,546,511,868,1.46,0,974.7,261,3,0.1,20
2018,6,4,11,0,22.3,-162,3.7,12.8,206,809,792,998,1.47,0,974.4,260,3.3,0.1,12
2018,6,4,12,0,22.7,137,0,12.9,131,921,890,1022,1.48,0,974.1,259,3.5,0.1,15
2018,6,4,13,0,22.7,109,5.2,13.1,211,758,688,899,1.47,0,973.8,260,3.7,0.1,25
2018,6,4,14,0,22.1,96,4.3,13.4,179,758,603,782,1.45,0,973.6,262,3.9,0.1,38
2018,6,4,15,0,21.4,87,23.6,13.7,299,285,195,494,1.42,0,973.4,264,4,0.1,50
2018,6,4,16,0,20.4,80,61.4,13.6,172,0,0,172,1.41,0,973.3,265,3.7,0.1,63
2018,6,4,17,0,19,73,87.5,13.2,22,0,0,22,1.4,0,973.3,267,3.1,0.1,75
2018,6,4,18,0,17.6,65,26.3,12.8,17,26,2,19,1.39,0,973.3,269,2.5,0.1,87
2018,6,4,19,0,16.6,57,0,12.6,0,0,0,0,1.38,0,973.5,271,2.1,0.1,98
2018,6,4,20,0,15.9,47,0,12.6,0,0,0,0,1.37,0,973.7,272,1.7,0.1,107
2018,6,4,21,0,15.3,35,0,12.6,0,0,0,0,1.36,0,974,273,1.4,0.1,116
2018,6,4,22,0,14.8,21,0,12.6,0,0,0,0,1.35,0,974,271,1.2,0.1,122
2018,6,4,23,0,14.5,5,0,12.6,0,0,0,0,1.34,0,973.7,262,1.1,0.1,124
2018,6,5,0,0,14.2,-12,0,12.5,0,0,0,0,1.33,0,973.4,252,1,0.11,124
2018,6,5,1,0,14.2,-27,0,12.7,0,0,0,0,1.32,0,973.3,239,1,0.11,119
2018,6,5,2,0,14.3,-41,0,12.9,0,0,0,0,1.31,0,973.3,224,1,0.11,112
2018,6,5,3,0,14.4,-52,0,13.2,0,0,0,0,1.3,0,973.3,211,1.1,0.11,103
2018,6,5,4,0,14.5,-61,0,13.1,2,9,1,3,1.29,0,973.5,213,1.2,0.11,93
2018,6,5,5,0,14.8,-69,42.1,12.6,49,12,1,50,1.29,0,973.9,225,1.3,0.11,81
2018,6,5,6,0,15.1,-76,71,12.2,84,0,0,84,1.29,0,974.3,235,1.4,0.11,69
2018,6,5,7,0,15.8,-83,84,11.9,83,0,0,83,1.3,0,974.6,241,1.6,0.11,57
2018,6,5,8,0,17.1,-91,84.2,11.8,115,0,0,115,1.32,0,974.8,244,1.9,0.11,44
2018,6,5,9,0,18.4,-101,73.9,11.7,230,0,0,230,1.34,0,975,246,2.2,0.11,32
2018,6,5,10,0,19.4,-118,60.5,11.7,393,0,0,393,1.36,0,975,246,2.5,0.11,20
2018,6,5,11,0,20.1,-162,19.5,11.8,374,471,462,837,1.38,0,974.8,246,2.8,0.11,12
2018,6,5,12,0,20.8,137,1.8,12,172,862,834,1005,1.39,0,974.5,245,3.1,0.11,15
2018,6,5,13,0,21,109,1.2,12.3,166,849,768,933,1.39,0,974.4,249,3.3,0.11,25
2018,6,5,14,0,20.7,96,13.7,12.8,325,469,378,704,1.36,0,974.2,257,3.4,0.11,37
2018,6,5,15,0,20.4,87,9.4,13.3,231,539,338,569,1.34,0,974.1,264,3.5,0.11,50
2018,6,5,16,0,19.5,80,21.1,13.2,168,350,179,347,1.33,0,974,269,3.5,0.11,62
2018,6,5,17,0,18,73,78.1,12.5,48,0,0,48,1.33,0,974,274,3.4,0.11,75
2018,6,5,18,0,16.6,65,28.1,11.8,19,1,0,19,1.34,0,974,279,3.2,0.11,86
2018,6,5,19,0,15.6,57,0,11.6,0,0,0,0,1.34,0,974,283,3,0.11,97
2018,6,5,20,0,15.1,47,0,11.7,0,0,0,0,1.35,0,974.2,288,2.6,0.11,107
2018,6,5,21,0,14.6,35,0,11.8,0,0,0,0,1.35,0,974.4,294,2.3,0.11,116
2018,6,5,22,0,14.3,21,0,11.9,0,0,0,0,1.34,0,974.3,296,2.1,0.11,122
2018,6,5,23,0,14.1,5,0,11.9,0,0,0,0,1.33,0,973.9,291,2,0.11,124
2018,6,6,0,0,13.8,-12,0,12,0,0,0,0,1.31,0,973.6,285,2,0.1,123
2018,6,6,1,0,13.8,-27,0,12.2,0,0,0,0,1.32,0,973.5,281,1.9,0.1,119
2018,6,6,2,0,14,-41,0,12.6,0,0,0,0,1.34,0,973.5,280,1.9,0.1,112
2018,6,6,3,0,14.1,-52,0,12.9,0,0,0,0,1.36,0,973.5,278,1.8,0.1,103
2018,6,6,4,0,14.3,-61,0,13,2,8,1,3,1.36,0,973.7,278,2,0.1,93
2018,6,6,5,0,14.4,-69,40.1,12.7,52,12,1,53,1.34,0,974.1,279,2.3,0.1,81
2018,6,6,6,0,14.5,-76,69.3,12.4,89,0,0,89,1.31,0,974.5,280,2.7,0.1,69
2018,6,6,7,0,15.2,-83,64.6,12.2,189,0,0,189,1.29,0,974.8,281,2.9,0.1,57
2018,6,6,8,0,16.3,-91,35.5,12,368,138,106,474,1.25,0,975,281,3.1,0.1,44
2018,6,6,9,0,17.5,-100,9.5,11.9,258,635,547,805,1.22,0,975.2,281,3.2,0.1,32
2018,6,6,10,0,18.4,-118,0,11.7,126,928,871,996,1.19,0,975.2,279,3.4,0.1,20
2018,6,6,11,0,19.1,-161,5.9,11.4,256,744,728,984,1.15,0,975,276,3.7,0.1,12
2018,6,6,12,0,19.7,137,7.8,11.2,294,680,657,951,1.12,0,974.8,273,4,0.1,14
2018,6,6,13,0,20,108,11.1,11.3,317,586,534,851,1.1,0,974.5,274,4.2,0.1,25
2018,6,6,14,0,19.9,96,12.7,11.8,324,493,390,714,1.09,0,974.1,278,4.3,0.1,37
2018,6,6,15,0,19.8,87,11,12.3,247,487,321,569,1.08,0,973.7,281,4.5,0.1,50
2018,6,6,16,0,19,80,36.9,12.2,255,24,13,268,1.07,0,973.6,284,4.4,0.1,62
2018,6,6,17,0,17.6,73,71.6,11.7,63,0,0,63,1.05,0,973.6,287,4.1,0.1,75
2018,6,6,18,0,16.2,65,22.5,11.1,20,14,1,21,1.03,0,973.6,289,3.9,0.1,86
2018,6,6,19,0,15.2,57,0,10.8,0,0,0,0,1.02,0,973.8,291,3.6,0.1,97
2018,6,6,20,0,14.7,47,0,10.9,0,0,0,0,1.02,0,974.1,291,3.3,0.1,107
2018,6,6,21,0,14.2,35,0,11,0,0,0,0,1.01,0,974.4,292,3.1,0.1,116
2018,6,6,22,0,13.7,21,0,11,0,0,0,0,1.02,0,974.4,291,3,0.1,121
2018,6,6,23,0,13.4,5,0,11,0,0,0,0,1.05,0,974.2,289,3,0.1,124
2018,6,7,0,0,13.1,-12,0,11,0,0,0,0,1.07,0,974.1,287,3,0.1,123
2018,6,7,1,0,13,-27,0,11.2,0,0,0,0,1.1,0,974,284,2.8,0.1,119
2018,6,7,2,0,13.1,-41,0,11.5,0,0,0,0,1.12,0,974.2,281,2.3,0.1,112
2018,6,7,3,0,13.2,-52,0,11.8,0,0,0,0,1.14,0,974.4,277,1.9,0.1,103
2018,6,7,4,0,13.4,-61,0,11.8,2,8,1,3,1.17,0,974.7,275,1.8,0.1,93
2018,6,7,5,0,13.8,-69,12.3,11.6,60,138,30,90,1.19,0,975.1,276,1.9,0.1,81
2018,6,7,6,0,14.1,-76,0,11.3,85,603,217,302,1.22,0,975.5,277,2.1,0.1,69
2018,6,7,7,0,14.9,-83,0,11.1,106,756,414,520,1.24,0,975.9,277,2.3,0.1,57
2018,6,7,8,0,16.2,-90,0,10.8,117,843,602,720,1.26,0,976.1,275,2.7,0.1,44
2018,6,7,9,0,17.4,-100,0,10.5,120,896,760,881,1.28,0,976.4,273,3,0.1,32
2018,6,7,10,0,18.3,-117,0,10.4,108,942,884,992,1.3,0,976.6,272,3.4,0.1,20
2018,6,7,11,0,18.9,-161,0,10.6,108,953,933,1041,1.32,0,976.8,271,3.7,0.1,12
2018,6,7,12,0,19.5,137,0,10.8,109,947,917,1026,1.33,0,976.9,270,4,0.1,14
2018,6,7,13,0,19.9,108,0,11.1,109,930,842,951,1.33,0,976.7,271,4.3,0.1,25
2018,6,7,14,0,20,95,0,11.5,105,898,714,819,1.32,0,976.2,273,4.5,0.1,37
2018,6,7,15,0,20.2,87,0,12,98,840,542,640,1.3,0,975.8,275,4.7,0.1,50
2018,6,7,16,0,19.6,80,0,12.2,86,738,345,431,1.29,0,975.5,278,4.5,0.1,62
2018,6,7,17,0,18.4,73,18.1,12.2,110,223,71,181,1.27,0,975.5,281,4.1,0.1,74
2018,6,7,18,0,17.1,65,8.5,12.1,29,47,6,34,1.26,0,975.5,285,3.7,0.1,86
2018,6,7,19,0,16.2,57,0,12.2,0,0,0,0,1.25,0,975.6,289,3.3,0.1,97
2018,6,7,20,0,15.6,47,0,12.4,0,0,0,0,1.24,0,975.9,293,3,0.1,107
2018,6,7,21,0,14.9,35,0,12.5,0,0,0,0,1.24,0,976.1,298,2.7,0.1,115
2018,6,7,22,0,14.6,21,0,12.6,0,0,0,0,1.24,0,976.1,301,2.4,0.1,121
2018,6,7,23,0,14.5,5,0,12.6,0,0,0,0,1.24,0,975.7,300,2.1,0.1,124
2018,6,8,0,0,14.5,-12,0,12.6,0,0,0,0,1.24,0,975.3,298,1.7,0.1,123
2018,6,8,1,0,14.6,-27,0,12.6,0,0,0,0,1.24,0,975.1,298,1.4,0.1,119
2018,6,8,2,0,15,-40,0,12.6,0,0,0,0,1.22,0,975.1,297,0.9,0.1,112
2018,6,8,3,0,15.3,-51,0,12.7,0,0,0,0,1.21,0,975,296,0.5,0.1,103
2018,6,8,4,0,15.8,-61,0,12.8,2,8,1,3,1.2,0,975.2,285,0.4,0.1,93
2018,6,8,5,0,16.3,-68,0,13.1,46,316,57,102,1.21,0,975.5,280,0.8,0.1,81
2018,6,8,6,0,16.9,-76,0,13.3,84,608,219,303,1.22,0,975.9,279,1.2,0.1,69
2018,6,8,7,0,18,-83,0,13.3,107,755,414,520,1.22,0,976.1,278,1.5,0.1,57
2018,6,8,8,0,19.5,-90,0,13.1,120,838,599,719,1.23,0,976.2,277,1.7,0.1,44
2018,6,8,9,0,21,-100,0,12.8,127,888,753,880,1.23,0,976.3,276,1.9,0.1,32
2018,6,8,10,0,22.2,-117,0,12.6,123,925,868,991,1.22,0,976.3,272,2.2,0.1,20
2018,6,8,11,0,23,-161,0,12.4,122,938,919,1041,1.21,0,976.1,266,2.7,0.1,11
2018,6,8,12,0,23.8,136,0,12.2,122,936,906,1028,1.19,0,975.9,261,3.1,0.1,14
2018,6,8,13,0,24,108,0,12.3,117,923,836,953,1.17,0,975.6,262,3.5,0.1,25
2018,6,8,14,0,23.7,95,0,12.9,112,892,710,822,1.13,0,975.2,266,3.9,0.1,37
2018,6,8,15,0,23.4,87,0.9,13.4,114,808,523,638,1.09,0,974.7,269,4.2,0.1,50
2018,6,8,16,0,22.4,80,0,13.7,88,739,346,434,1.07,0,974.5,273,4.1,0.1,62
2018,6,8,17,0,20.9,73,24.4,13.8,110,188,63,173,1.05,0,974.4,278,3.4,0.1,74
2018,6,8,18,0,19.3,65,14,13.9,30,23,3,32,1.03,0,974.4,286,2.8,0.1,86
2018,6,8,19,0,18.4,57,0,13.9,0,0,0,0,1.01,0,974.5,294,2.2,0.1,97
2018,6,8,20,0,18.1,47,0,13.8,0,0,0,0,0.99,0,974.7,301,1.6,0.1,107
2018,6,8,21,0,17.8,35,0,13.7,0,0,0,0,0.98,0,974.9,316,1,0.1,115
2018,6,8,22,0,17.6,21,0,13.7,0,0,0,0,0.97,0,974.9,325,0.6,0.1,121
2018,6,8,23,0,17.5,5,0,13.7,0,0,0,0,0.98,0,974.6,302,0.4,0.1,124
2018,6,9,0,0,17.4,-12,0,13.7,0,0,0,0,0.99,0,974.3,238,0.3,0.1,123
2018,6,9,1,0,17.2,-27,0,13.8,0,0,0,0,1.01,0,974.2,196,0.5,0.1,119
2018,6,9,2,0,17,-40,0,13.9,0,0,0,0,1.03,0,974.4,180,0.8,0.1,112
2018,6,9,3,0,16.8,-51,0,14,0,0,0,0,1.06,0,974.6,172,1.1,0.1,103
2018,6,9,4,0,16.9,-60,0,14,3,11,1,3,1.09,0,974.9,176,1.2,0.1,93
2018,6,9,5,0,17.2,-68,25.2,13.8,70,38,7,77,1.13,0,975.1,188,1.1,0.1,81
2018,6,9,6,0,17.6,-76,11,13.7,123,410,157,280,1.16,0,975.4,202,1,0.1,69
2018,6,9,7,0,18.6,-83,0.2,13.4,95,787,431,526,1.2,0,975.6,221,1.1,0.1,57
2018,6,9,8,0,20.1,-90,0,13,105,867,619,724,1.24,0,975.8,238,1.4,0.1,44
2018,6,9,9,0,21.6,-100,0,12.6,112,910,772,884,1.29,0,976,249,1.8,0.1,32
2018,6,9,10,0,22.7,-117,0,12.4,107,943,886,993,1.32,0,976.1,257,2.3,0.1,20
2018,6,9,11,0,23.4,-160,0,12.5,106,955,936,1042,1.36,0,976,262,3,0.1,11
2018,6,9,12,0,24,136,0,12.5,103,954,924,1028,1.4,0,975.9,265,3.8,0.1,14
2018,6,9,13,0,24.1,108,0,12.8,100,941,853,953,1.4,0,975.6,267,4.2,0.1,25
2018,6,9,14,0,23.5,95,0,13.4,96,912,726,823,1.36,0,975,270,4.3,0.1,37
2018,6,9,15,0,23,87,2.3,13.9,119,789,512,631,1.33,0,974.5,273,4.4,0.1,50
2018,6,9,16,0,22.1,80,10,14.1,127,553,275,402,1.3,0,974.2,275,4.2,0.1,62
2018,6,9,17,0,20.9,73,59.6,14,97,0,0,97,1.26,0,974,277,3.8,0.1,74
2018,6,9,18,0,19.6,65,23.7,13.9,25,16,1,26,1.23,0,973.8,280,3.3,0.1,86
2018,6,9,19,0,18.6,57,0,13.9,0,0,0,0,1.2,0,973.8,282,3,0.1,97
2018,6,9,20,0,17.8,47,0,14,0,0,0,0,1.18,0,974.1,283,2.8,0.1,107
2018,6,9,21,0,17.1,35,0,14.1,0,0,0,0,1.15,0,974.3,284,2.5,0.1,115
2018,6,9,22,0,16.6,21,0,14.1,0,0,0,0,1.14,0,974.3,283,2.3,0.1,121
2018,6,9,23,0,16.3,5,0,13.9,0,0,0,0,1.13,0,974,279,2.1,0.1,124
2018,6,10,0,0,16.1,-12,0,13.7,0,0,0,0,1.12,0,973.7,275,2,0.1,123
2018,6,10,1,0,15.9,-27,0,13.7,0,0,0,0,1.13,0,973.6,263,1.7,0.1,119
2018,6,10,2,0,15.8,-40,0,13.8,0,0,0,0,1.15,0,973.6,235,1.5,0.1,112
2018,6,10,3,0,15.6,-51,0,13.9,0,0,0,0,1.18,0,973.7,207,1.7,0.1,103
2018,6,10,4,0,15.8,-60,0,13.9,3,9,1,3,1.2,0,973.9,199,1.8,0.1,93
2018,6,10,5,0,16.2,-68,25,14,68,31,6,74,1.21,0,974.1,204,1.8,0.1,81
2018,6,10,6,0,16.6,-75,15.9,14.1,133,326,129,262,1.22,0,974.4,210,1.7,0.1,69
2018,6,10,7,0,17.5,-82,0,13.9,100,768,421,521,1.24,0,974.6,221,1.7,0.1,57
2018,6,10,8,0,18.9,-90,0,13.5,111,851,608,719,1.27,0,974.7,235,1.9,0.1,44
2018,6,10,9,0,20.4,-100,0,13.1,115,902,765,880,1.29,0,974.9,246,2.2,0.1,32
2018,6,10,10,0,21.4,-116,0,12.8,110,937,880,990,1.31,0,974.8,253,2.6,0.1,20
2018,6,10,11,0,22.1,-160,0,12.4,110,949,930,1040,1.32,0,974.6,257,3.2,0.1,11
2018,6,10,12,0,22.8,136,0,12.1,109,946,917,1026,1.33,0,974.4,259,3.7,0.1,14
2018,6,10,13,0,22.9,108,0,12.2,107,931,844,951,1.34,0,974,261,4,0.1,25
2018,6,10,14,0,22.3,95,1.4,12.8,121,861,689,810,1.35,0,973.4,262,4,0.1,37
2018,6,10,15,0,21.8,87,30.2,13.4,370,119,82,452,1.36,0,972.9,264,4,0.1,50
2018,6,10,16,0,21,79,41.8,13.7,253,11,6,258,1.36,0,972.5,266,3.7,0.1,62
2018,6,10,17,0,20,72,67.7,13.8,75,0,0,75,1.35,0,972.4,269,3.2,0.1,74
2018,6,10,18,0,19,65,22.7,14,27,8,1,28,1.34,0,972.2,272,2.7,0.1,86
2018,6,10,19,0,18.3,57,0,14,0,0,0,0,1.33,0,972.3,273,2.1,0.1,97
2018,6,10,20,0,18,47,0,13.9,0,0,0,0,1.33,0,972.6,266,1.5,0.1,107
2018,6,10,21,0,17.7,35,0,13.9,0,0,0,0,1.32,0,972.9,250,0.9,0.1,115
2018,6,10,22,0,17.4,21,0,13.9,0,0,0,0,1.32,0,972.9,218,0.7,0.1,121
2018,6,10,23,0,17.2,5,0,13.9,0,0,0,0,1.33,0,972.5,192,0.8,0.1,124
2018,6,11,0,0,17,-12,0,14,0,0,0,0,1.34,0,972.1,175,1,0.1,123
2018,6,11,1,0,16.7,-27,0,14,0,0,0,0,1.35,0,971.9,167,1.2,0.1,119
2018,6,11,2,0,16.4,-40,0,13.9,0,0,0,0,1.37,0,971.7,163,1.2,0.1,112
2018,6,11,3,0,16.1,-51,0,13.8,0,0,0,0,1.39,0,971.6,159,1.3,0.1,103
2018,6,11,4,0,16.2,-60,0,13.7,3,11,1,4,1.41,0,971.7,157,1.3,0.1,93
2018,6,11,5,0,16.9,-68,28.6,13.7,68,15,1,69,1.41,0,972,155,1.2,0.1,81
2018,6,11,6,0,17.6,-75,53.6,13.6,139,0,0,139,1.41,0,972.3,152,1.1,0.1,69
2018,6,11,7,0,18.7,-82,31.4,13.2,223,241,147,370,1.41,0,972.5,165,1.1,0.1,57
2018,6,11,8,0,20.4,-90,0,12.4,110,849,607,717,1.41,0,972.7,189,1.2,0.1,44
2018,6,11,9,0,22.1,-99,0,11.6,115,899,762,877,1.41,0,972.9,205,1.6,0.1,32
2018,6,11,10,0,23.2,-116,0,11.2,102,944,887,989,1.42,0,972.8,219,2,0.1,20
2018,6,11,11,0,23.8,-160,0,11.2,102,956,937,1039,1.42,0,972.6,231,2.5,0.1,11
2018,6,11,12,0,24.4,136,0,11.2,102,952,923,1025,1.42,0,972.3,238,3.1,0.1,14
2018,6,11,13,0,24.7,108,0,11.6,99,940,853,952,1.41,0,972,246,3.5,0.1,25
2018,6,11,14,0,24.6,95,0,12.6,95,911,727,822,1.39,0,971.5,255,3.6,0.1,37
2018,6,11,15,0,24.5,87,0,13.5,88,859,558,646,1.37,0,971,264,3.9,0.1,50
2018,6,11,16,0,23.6,79,0,13.9,77,769,363,439,1.35,0,970.7,269,3.8,0.1,62
2018,6,11,17,0,21.8,72,15.1,14,93,327,104,198,1.34,0,970.8,275,3.3,0.1,74
2018,6,11,18,0,20.1,65,12.4,14,32,43,6,38,1.33,0,970.9,281,2.8,0.1,86
2018,6,11,19,0,19,57,0,14,0,0,0,0,1.31,0,971.1,284,2.3,0.1,97
2018,6,11,20,0,18.5,47,0,14,0,0,0,0,1.29,0,971.6,279,1.6,0.1,107
2018,6,11,21,0,18,35,0,13.9,0,0,0,0,1.26,0,972,267,0.9,0.1,115
2018,6,11,22,0,17.7,21,0,14,0,0,0,0,1.24,0,972.1,237,0.6,0.1,121
2018,6,11,23,0,17.5,5,0,14,0,0,0,0,1.23,0,971.8,208,0.6,0.1,124
2018,6,12,0,0,17.4,-12,0,14.1,0,0,0,0,1.21,0,971.5,187,0.8,0.1,123
