#Meteo hourly data,,,,,,,,,,,,,,,,,,,
#Site, Solcast_site_-117.241045_32.881404,,,,,,,,,,,,,,,,,,
#Country, United States,,,,,,,,,,,,,,,,,,
#Data Source, Solcast https://solcast.com,,,,,,,,,,,,,,,,,,
#Time step,1,,,,,,,,,,,,,,,,,,
#Latitude,32.8814,,,,,,,,,,,,,,,,,,
#Longitude,-117.241,,,,,,,,,,,,,,,,,,
#Altitude,129,,,,,,,,,,,,,,,,,,
#Time Zone,-8,,,,,,,,,,,,,,,,,,
Year,Month,Day,Hour,Minute,[deg C],[degree],[%],[deg C],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[],[degree]
Year,Month,Day,Hour,Minute,Tamb,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,Pw,SnowDepth,Pressure,WindDir,WindVel,AlbedoDaily,Zenith
2016,12,30,0,0,11.4,-41,0,10.4,0,0,0,0,2.11,0,980.7,55,2.3,0.12,167
2016,12,30,1,0,11.1,-72,0,10,0,0,0,0,2.15,0,980.3,50,2.1,0.11,156
2016,12,30,2,0,11.1,-85,0,9.6,0,0,0,0,2.19,0,980,40,1.8,0.11,144
2016,12,30,3,0,11.1,-93,0,9.2,0,0,0,0,2.24,0,979.6,26,1.6,0.11,131
2016,12,30,4,0,11.3,-100,0,9.2,0,0,0,0,2.29,0,979.5,4,1.6,0.11,119
2016,12,30,5,0,11.5,-107,0,9.6,0,0,0,0,2.37,0,979.7,342,2,0.11,107
2016,12,30,6,0,11.8,-115,0,10.1,2,10,1,3,2.44,0,979.9,329,2.6,0.11,95
2016,12,30,7,0,12.3,-123,39.2,10.6,26,23,2,28,2.5,0,980,331,2.9,0.11,84
2016,12,30,8,0,12.9,-133,81.7,11.2,46,0,0,46,2.54,0,980,342,2.9,0.11,74
2016,12,30,9,0,13.6,-144,71.9,11.7,107,0,0,107,2.58,0,980,353,3,0.11,65
2016,12,30,10,0,14,-158,76.5,12.1,115,0,0,115,2.54,0,979.5,2,2.9,0.11,59
2016,12,30,11,0,14.3,-174,51.3,12.3,264,0,0,264,2.41,0,978.5,11,2.5,0.11,56
2016,12,30,12,0,14.5,169,53,12.5,249,2,1,250,2.28,0,977.6,22,2.2,0.11,57
2016,12,30,13,0,14.5,154,41.2,12.4,274,4,2,276,2.16,0,977,12,1.2,0.11,61
2016,12,30,14,0,14.4,141,55.6,12,158,0,0,158,2.07,0,976.9,270,1.3,0.11,68
2016,12,30,15,0,14.2,130,53.3,11.5,82,0,0,82,1.98,0,976.8,247,3,0.11,77
2016,12,30,16,0,13.6,120,36.4,11.2,27,0,0,27,1.92,0,976.7,246,3.6,0.11,87
2016,12,30,17,0,12.7,112,41,11,0,0,0,0,1.9,0,976.6,255,2.9,0.11,98
2016,12,30,18,0,11.8,105,40,10.9,0,0,0,0,1.88,0,976.6,269,2.3,0.11,110
2016,12,30,19,0,11.3,98,40,10.8,0,0,0,0,1.86,0,976.5,274,2,0.11,122
2016,12,30,20,0,11.2,91,38.9,10.7,0,0,0,0,1.84,0,976.4,266,2,0.11,135
2016,12,30,21,0,11.2,81,39.4,10.6,0,0,0,0,1.82,0,976.4,258,2.1,0.11,147
2016,12,30,22,0,11.1,65,40,10.5,0,0,0,0,1.83,0,976.3,257,2.2,0.11,159
2016,12,30,23,0,11,24,40,10.4,0,0,0,0,1.88,0,976.2,262,2.3,0.11,168
2016,12,31,0,0,10.9,-40,40.3,10.3,0,0,0,0,1.93,0,976.2,266,2.5,0.11,167
2016,12,31,1,0,10.9,-71,40.6,10.2,0,0,0,0,1.94,0,976.1,266,2.6,0.11,156
2016,12,31,2,0,11,-84,45,10.2,0,0,0,0,1.92,0,976.1,263,2.4,0.11,144
2016,12,31,3,0,11.1,-93,41,10.2,0,0,0,0,1.9,0,976.1,259,2.3,0.11,131
2016,12,31,4,0,11.1,-100,40.3,10.3,0,0,0,0,1.88,0,976.2,255,2.1,0.11,119
2016,12,31,5,0,11.1,-107,14.3,10.4,0,0,0,0,1.85,0,976.2,250,1.7,0.11,107
2016,12,31,6,0,11.1,-115,0,10.5,2,10,1,3,1.82,0,976.3,241,1.4,0.11,95
2016,12,31,7,0,11.2,-123,21.5,10.5,49,22,2,51,1.8,0,976.4,228,1.3,0.11,84
2016,12,31,8,0,11.4,-133,59.8,10.4,92,0,0,92,1.78,0,976.5,218,1.6,0.11,74
2016,12,31,9,0,11.7,-144,56.8,10.3,166,0,0,166,1.77,0,976.7,211,2,0.11,65
2016,12,31,10,0,12,-158,69.8,10.2,148,0,0,148,1.77,0,976.4,212,2.4,0.11,59
2016,12,31,11,0,12.3,-174,73,10.2,148,0,0,148,1.77,0,975.8,219,2.8,0.11,56
2016,12,31,12,0,12.6,169,66.1,10.2,183,0,0,183,1.77,0,975.1,223,3.3,0.11,57
2016,12,31,13,0,12.7,154,52.1,10.4,208,24,10,218,1.8,0,974.6,229,3.6,0.11,61
2016,12,31,14,0,12.7,141,53.2,10.8,147,53,23,170,1.85,0,974.1,237,3.8,0.11,68
2016,12,31,15,0,12.7,130,71.4,11.1,56,0,0,56,1.89,0,973.6,244,4.1,0.11,77
2016,12,31,16,0,12.3,120,68.2,11,8,0,0,8,1.87,0,973.4,253,4.5,0.11,87
2016,12,31,17,0,11.6,112,15.3,10.4,0,0,0,0,1.78,0,973.4,263,5,0.11,98
2016,12,31,18,0,10.8,105,0,9.7,0,0,0,0,1.69,0,973.5,271,5.7,0.11,110
2016,12,31,19,0,10.2,98,0,9,0,0,0,0,1.57,0,973.6,275,5.9,0.11,122
2016,12,31,20,0,9.9,91,0,8.3,0,0,0,0,1.41,0,973.6,277,5.7,0.11,135
2016,12,31,21,0,9.5,81,0,7.5,0,0,0,0,1.26,0,973.6,279,5.5,0.11,147
2016,12,31,22,0,9.1,65,0,6.9,0,0,0,0,1.15,0,973.6,280,5.2,0.11,159
2016,12,31,23,0,8.6,24,0,6.4,0,0,0,0,1.09,0,973.5,281,4.8,0.11,168
2017,1,1,0,0,8.1,-40,0,5.9,0,0,0,0,1.02,0,973.5,282,4.3,0.12,167
2017,1,1,1,0,7.8,-71,0,5.4,0,0,0,0,0.99,0,973.4,283,4,0.12,156
2017,1,1,2,0,7.6,-84,0,5.1,0,0,0,0,0.98,0,973.4,283,3.9,0.12,144
2017,1,1,3,0,7.5,-93,0,4.7,0,0,0,0,0.97,0,973.3,283,3.7,0.12,131
2017,1,1,4,0,7.3,-100,0,4.5,0,0,0,0,0.97,0,973.3,285,3.6,0.12,119
2017,1,1,5,0,7.1,-107,0,4.3,0,0,0,0,0.98,0,973.3,290,3.5,0.12,107
2017,1,1,6,0,7,-115,0,4.2,2,9,1,3,0.99,0,973.4,294,3.4,0.12,95
2017,1,1,7,0,7.3,-123,0,4.5,32,287,43,75,1.01,0,973.7,295,3.3,0.12,84
2017,1,1,8,0,8.3,-133,0,5.3,68,600,170,238,1.02,0,974.1,291,3.1,0.12,74
2017,1,1,9,0,9.2,-144,0,6,85,737,307,393,1.04,0,974.6,287,3,0.12,65
2017,1,1,10,0,10,-158,1.6,6.4,94,802,407,501,1.05,0,974.7,278,3.1,0.12,59
2017,1,1,11,0,10.6,-174,5.4,6.5,136,717,397,534,1.06,0,974.5,268,3.6,0.12,56
2017,1,1,12,0,11.3,169,4.6,6.6,129,733,399,528,1.07,0,974.2,261,4.1,0.12,57
2017,1,1,13,0,11.7,154,1.1,6.7,89,793,388,477,1.09,0,974.3,253,4.1,0.12,61
2017,1,1,14,0,11.8,141,11.5,6.8,142,447,175,317,1.13,0,974.8,239,3.7,0.12,68
2017,1,1,15,0,11.9,130,13.4,7,99,283,68,167,1.17,0,975.3,224,3.4,0.12,77
2017,1,1,16,0,11.4,120,9.6,6.8,26,99,12,38,1.19,0,975.6,216,3.4,0.12,87
2017,1,1,17,0,10.5,112,12.1,6.4,0,1,0,0,1.18,0,975.8,216,3.2,0.12,98
2017,1,1,18,0,9.6,105,0,5.9,0,0,0,0,1.17,0,976,216,3,0.12,110
2017,1,1,19,0,9,98,0,5.6,0,0,0,0,1.19,0,976.3,220,2.9,0.12,122
2017,1,1,20,0,8.8,91,25.7,5.5,0,0,0,0,1.23,0,976.9,226,3,0.12,135
2017,1,1,21,0,8.6,81,40,5.5,0,0,0,0,1.28,0,977.4,232,3.2,0.12,147
2017,1,1,22,0,8.5,65,39.8,5.5,0,0,0,0,1.31,0,977.7,233,3.1,0.12,159
2017,1,1,23,0,8.5,25,38.3,5.4,0,0,0,0,1.31,0,977.6,229,2.8,0.11,168
2017,1,2,0,0,8.5,-40,38.2,5.4,0,0,0,0,1.32,0,977.5,224,2.5,0.11,167
2017,1,2,1,0,8.6,-71,38.3,5.6,0,0,0,0,1.35,0,977.6,223,2.6,0.11,156
2017,1,2,2,0,8.9,-84,49.5,6,0,0,0,0,1.4,0,977.9,225,3.1,0.11,144
2017,1,2,3,0,9.3,-93,54.9,6.3,0,0,0,0,1.46,0,978.2,226,3.7,0.11,131
2017,1,2,4,0,9.5,-100,54.4,6.6,0,0,0,0,1.5,0,978.4,227,3.7,0.11,119
2017,1,2,5,0,9.6,-107,53.2,6.8,0,0,0,0,1.53,0,978.5,226,3.2,0.11,107
2017,1,2,6,0,9.7,-114,43.7,7,1,0,0,1,1.56,0,978.6,226,2.7,0.11,95
2017,1,2,7,0,10,-123,43.4,7.2,41,0,0,41,1.59,0,978.9,226,2.5,0.11,84
2017,1,2,8,0,10.5,-132,28.5,7.3,142,95,29,171,1.62,0,979.5,227,2.7,0.11,74
2017,1,2,9,0,11,-144,26.6,7.4,231,125,53,284,1.66,0,980,228,3,0.11,65
2017,1,2,10,0,11.3,-158,29.2,7.4,298,105,51,349,1.71,0,980.2,229,3.1,0.11,59
2017,1,2,11,0,11.5,-174,44.6,7.3,303,1,0,303,1.79,0,979.9,230,3.1,0.11,56
2017,1,2,12,0,11.7,170,61.2,7.3,210,0,0,210,1.86,0,979.6,232,3,0.11,57
2017,1,2,13,0,12,154,57.9,7.4,195,0,0,195,1.84,0,979.5,229,2.8,0.11,61
2017,1,2,14,0,12.3,141,24.3,7.8,195,185,66,261,1.74,0,979.7,219,2.5,0.11,68
2017,1,2,15,0,12.6,130,23.2,8.1,112,148,39,151,1.63,0,979.9,207,2.2,0.11,76
2017,1,2,16,0,12.3,120,13.8,7.9,27,34,3,30,1.58,0,980.2,203,2,0.11,87
2017,1,2,17,0,11.4,112,0,7,0,1,0,0,1.57,0,980.6,210,1.9,0.11,98
2017,1,2,18,0,10.6,105,0,6.1,0,0,0,0,1.57,0,981,219,1.7,0.11,110
2017,1,2,19,0,10.2,98,0,5.7,0,0,0,0,1.59,0,981.3,223,1.6,0.11,122
2017,1,2,20,0,10.4,91,0,5.8,0,0,0,0,1.61,0,981.6,219,1.4,0.11,135
2017,1,2,21,0,10.5,81,0,5.9,0,0,0,0,1.63,0,981.8,213,1.1,0.11,147
2017,1,2,22,0,10.5,65,0,6,0,0,0,0,1.65,0,981.9,212,0.9,0.11,159
2017,1,2,23,0,10.4,25,0,6.1,0,0,0,0,1.66,0,981.9,221,0.7,0.11,168
2017,1,3,0,0,10.3,-39,0,6.2,0,0,0,0,1.67,0,982,239,0.5,0.11,167
2017,1,3,1,0,10.3,-71,0,6.3,0,0,0,0,1.68,0,982,265,0.3,0.11,156
2017,1,3,2,0,10.4,-84,0,6.6,0,0,0,0,1.68,0,982.2,317,0.2,0.11,144
2017,1,3,3,0,10.5,-93,25.4,6.8,0,0,0,0,1.68,0,982.3,6,0.3,0.11,131
2017,1,3,4,0,10.4,-100,39.5,6.8,0,0,0,0,1.69,0,982.3,39,0.6,0.11,119
2017,1,3,5,0,10,-107,36.4,6.6,0,0,0,0,1.73,0,982,58,1,0.11,107
2017,1,3,6,0,9.7,-114,29.3,6.4,2,0,0,2,1.77,0,981.8,66,1.4,0.11,95
2017,1,3,7,0,9.9,-123,35.1,6.5,41,50,11,52,1.8,0,981.9,73,1.4,0.11,84
2017,1,3,8,0,10.6,-132,18.2,6.9,123,266,74,197,1.84,0,982.3,88,1.1,0.11,74
2017,1,3,9,0,11.4,-144,27.1,7.3,221,163,61,282,1.88,0,982.7,111,0.9,0.11,65
2017,1,3,10,0,12,-158,54.8,7.5,221,3,2,223,1.92,0,982.6,140,0.8,0.11,59
2017,1,3,11,0,12.7,-174,57.7,7.4,234,0,0,234,1.96,0,982,174,0.7,0.11,56
2017,1,3,12,0,13.3,170,39.9,7.4,315,21,11,327,1.99,0,981.4,200,0.9,0.11,57
2017,1,3,13,0,13.5,154,26,7.4,264,181,88,352,1.97,0,981,213,0.7,0.11,61
2017,1,3,14,0,13.4,141,33.5,7.7,214,62,26,240,1.88,0,980.9,341,0.2,0.11,67
2017,1,3,15,0,13.3,130,49.3,7.9,102,0,0,102,1.8,0,980.9,14,1,0.11,76
2017,1,3,16,0,13.1,120,58,7.7,21,0,0,21,1.79,0,981,8,1.2,0.11,86
2017,1,3,17,0,12.8,112,52.3,6.9,0,0,0,0,1.85,0,981.2,341,0.9,0.11,98
2017,1,3,18,0,12.6,105,38.7,6.2,0,0,0,0,1.91,0,981.3,306,1,0.11,110
2017,1,3,19,0,12.2,98,31.1,6,0,0,0,0,1.95,0,981.6,289,1.1,0.11,122
2017,1,3,20,0,11.7,91,39.2,6.2,0,0,0,0,1.97,0,981.8,284,1.3,0.11,135
2017,1,3,21,0,11.3,81,35.9,6.5,0,0,0,0,1.98,0,982,280,1.4,0.11,147
2017,1,3,22,0,10.8,65,29.7,6.6,0,0,0,0,1.99,0,982.1,286,1.6,0.11,159
2017,1,3,23,0,10.3,25,14.3,6.5,0,0,0,0,1.98,0,982.1,300,1.8,0.11,168
2017,1,4,0,0,9.7,-39,0,6.4,0,0,0,0,1.98,0,982.2,311,2.1,0.12,167
2017,1,4,1,0,9.4,-70,0,6.3,0,0,0,0,1.9,0,982.1,316,2.3,0.12,156
2017,1,4,2,0,9.4,-84,0,6.4,0,0,0,0,1.75,0,982,318,2.3,0.12,144
2017,1,4,3,0,9.3,-93,0,6.4,0,0,0,0,1.61,0,981.9,321,2.3,0.12,131
2017,1,4,4,0,9.3,-100,0,6.4,0,0,0,0,1.54,0,981.8,326,2.2,0.12,119
2017,1,4,5,0,9.5,-107,0,6.3,0,0,0,0,1.54,0,981.6,334,2,0.12,107
2017,1,4,6,0,9.7,-114,0,6.3,2,13,1,3,1.54,0,981.4,343,2,0.12,95
2017,1,4,7,0,10.2,-122,0,6.5,25,361,53,78,1.56,0,981.4,342,1.8,0.12,84
2017,1,4,8,0,11.1,-132,0,7.1,49,689,195,244,1.59,0,981.7,326,1.6,0.12,74
2017,1,4,9,0,12,-144,0,7.7,62,801,334,396,1.63,0,981.9,309,1.6,0.12,65
2017,1,4,10,0,12.7,-158,0,8.1,70,853,436,506,1.66,0,981.7,297,1.8,0.12,59
2017,1,4,11,0,13.3,-174,0,8.3,73,873,486,559,1.69,0,981.1,292,2,0.12,56
2017,1,4,12,0,13.8,170,0,8.4,74,867,477,551,1.73,0,980.5,288,2.3,0.12,57
2017,1,4,13,0,14.1,154,0,8.6,71,833,410,481,1.78,0,980.1,284,2.5,0.12,61
2017,1,4,14,0,14.2,141,1.1,8.9,69,734,287,356,1.84,0,979.8,278,2.4,0.12,67
2017,1,4,15,0,14.3,130,9.8,9.1,80,396,102,182,1.91,0,979.6,273,2.3,0.12,76
2017,1,4,16,0,13.7,120,6.2,9,29,109,13,41,1.98,0,979.4,274,2.2,0.12,86
2017,1,4,17,0,12.5,112,0,8.7,0,1,0,0,2.05,0,979.5,282,2.1,0.12,98
2017,1,4,18,0,11.4,105,26.2,8.3,0,0,0,0,2.12,0,979.5,291,2.1,0.12,110
2017,1,4,19,0,10.7,98,40,8.2,0,0,0,0,2.19,0,979.5,296,2,0.12,122
2017,1,4,20,0,10.6,91,40,8.2,0,0,0,0,2.25,0,979.5,298,1.7,0.12,134
2017,1,4,21,0,10.4,81,40,8.2,0,0,0,0,2.32,0,979.5,299,1.5,0.12,147
2017,1,4,22,0,10.3,65,40,8.2,0,0,0,0,2.41,0,979.4,298,1.3,0.12,159
2017,1,4,23,0,10.3,26,14.3,8.3,0,0,0,0,2.53,0,979.2,293,1.3,0.12,168
2017,1,5,0,0,10.3,-38,0,8.3,0,0,0,0,2.65,0,979,287,1.2,0.11,167
2017,1,5,1,0,10.4,-70,0,8.6,0,0,0,0,2.64,0,978.8,271,1.2,0.11,156
2017,1,5,2,0,10.7,-84,25.6,9.2,0,0,0,0,2.53,0,978.6,245,1.2,0.11,144
2017,1,5,3,0,11.1,-92,33.4,9.8,0,0,0,0,2.41,0,978.3,225,1.5,0.11,132
2017,1,5,4,0,11.2,-100,16.8,10,0,0,0,0,2.35,0,978.1,214,1.7,0.11,119
2017,1,5,5,0,11.1,-107,0.4,9.9,0,0,0,0,2.36,0,978,210,1.8,0.11,107
2017,1,5,6,0,11,-114,0.6,9.8,2,7,1,2,2.37,0,977.8,206,1.9,0.11,95
2017,1,5,7,0,11.2,-122,19.3,10.2,48,41,5,53,2.37,0,977.8,210,2.2,0.11,84
2017,1,5,8,0,12,-132,44.5,11,130,1,0,130,2.34,0,977.8,220,2.8,0.11,74
2017,1,5,9,0,12.7,-144,50.7,11.8,183,20,10,193,2.31,0,977.9,226,3.3,0.11,65
2017,1,5,10,0,13.2,-158,51.4,12.4,215,46,22,238,2.27,0,977.7,233,3.8,0.11,59
2017,1,5,11,0,13.6,-174,57.7,12.8,234,0,0,234,2.23,0,977.1,240,4.3,0.11,56
2017,1,5,12,0,14,170,62.9,13.2,204,0,0,204,2.19,0,976.6,246,4.8,0.11,57
2017,1,5,13,0,14.4,154,65.5,13.5,162,0,0,162,2.17,0,976.3,249,4.8,0.11,60
2017,1,5,14,0,14.8,141,65.5,13.7,125,0,0,125,2.17,0,976.2,248,4.4,0.11,67
2017,1,5,15,0,15.2,130,57.4,13.9,82,0,0,82,2.18,0,976.1,246,4.1,0.11,76
2017,1,5,16,0,14.8,120,17.4,13.6,26,63,5,31,2.17,0,976.2,248,3.7,0.11,86
2017,1,5,17,0,13.7,112,0,12.9,0,2,0,0,2.14,0,976.4,253,3.4,0.11,97
2017,1,5,18,0,12.5,105,0,12.1,0,0,0,0,2.11,0,976.6,259,3.1,0.11,109
2017,1,5,19,0,12,98,0,11.7,0,0,0,0,2.03,0,976.7,265,2.9,0.11,122
2017,1,5,20,0,11.9,91,0,11.5,0,0,0,0,1.89,0,976.7,270,2.8,0.11,134
2017,1,5,21,0,11.9,81,0,11.4,0,0,0,0,1.76,0,976.7,276,2.8,0.11,147
2017,1,5,22,0,11.9,65,0,11.2,0,0,0,0,1.64,0,976.7,283,2.8,0.11,159
2017,1,5,23,0,11.7,26,0,10.8,0,0,0,0,1.53,0,976.7,290,2.8,0.11,168
2017,1,6,0,0,11.6,-37,0,10.5,0,0,0,0,1.42,0,976.8,297,2.9,0.12,166
2017,1,6,1,0,11.5,-70,0,10.2,0,0,0,0,1.38,0,977,299,2.9,0.12,156
2017,1,6,2,0,11.5,-83,0,9.9,0,0,0,0,1.42,0,977.3,295,2.7,0.12,144
2017,1,6,3,0,11.5,-92,0,9.7,0,0,0,0,1.46,0,977.6,292,2.5,0.12,132
2017,1,6,4,0,11.5,-99,0,9.6,0,0,0,0,1.45,0,977.9,295,2.1,0.12,119
2017,1,6,5,0,11.4,-107,0,9.9,0,0,0,0,1.4,0,978.3,312,1.4,0.12,107
2017,1,6,6,0,11.3,-114,0,10.1,2,10,1,3,1.36,0,978.6,348,1.1,0.12,95
2017,1,6,7,0,11.4,-122,13.6,10.1,49,82,13,62,1.31,0,979,28,1.1,0.12,84
2017,1,6,8,0,11.8,-132,9,9.9,92,451,131,223,1.28,0,979.5,57,1.5,0.12,74
2017,1,6,9,0,12.2,-144,8.6,9.7,129,559,239,368,1.24,0,980.1,73,2,0.12,65
2017,1,6,10,0,12.7,-158,0.1,9.5,67,873,448,515,1.21,0,980.2,80,2.3,0.12,59
2017,1,6,11,0,13.2,-173,0,9.3,68,903,505,573,1.2,0,979.9,86,2.1,0.12,56
2017,1,6,12,0,13.7,170,0,9.1,67,901,499,566,1.18,0,979.7,92,2,0.12,56
2017,1,6,13,0,14.2,154,0,9,62,878,436,498,1.17,0,979.5,97,1.8,0.12,60
2017,1,6,14,0,14.7,141,3.5,8.9,81,715,282,362,1.17,0,979.4,98,1.5,0.12,67
2017,1,6,15,0,15.1,130,5.8,8.8,63,536,140,202,1.17,0,979.4,100,1.2,0.12,76
2017,1,6,16,0,14.7,120,3.4,8.7,25,197,24,49,1.19,0,979.5,98,1,0.12,86
2017,1,6,17,0,13.5,112,0,8.6,0,2,0,0,1.22,0,980,91,1,0.12,97
2017,1,6,18,0,12.2,105,0,8.6,0,0,0,0,1.25,0,980.4,83,1,0.12,109
2017,1,6,19,0,11.4,98,0,8.4,0,0,0,0,1.27,0,980.8,77,1.4,0.12,122
2017,1,6,20,0,10.8,90,0,8.2,0,0,0,0,1.29,0,981.2,75,2.1,0.12,134
2017,1,6,21,0,10.3,81,0,8,0,0,0,0,1.31,0,981.6,74,2.8,0.12,147
2017,1,6,22,0,10,65,0,7.5,0,0,0,0,1.34,0,981.6,76,3.4,0.12,159
2017,1,6,23,0,9.8,26,0,6.7,0,0,0,0,1.36,0,981.4,80,3.9,0.12,168
2017,1,7,0,0,9.6,-37,0,6,0,0,0,0,1.39,0,981.2,83,4.4,0.11,166
2017,1,7,1,0,9.5,-69,0,5.5,0,0,0,0,1.5,0,981.3,82,4.6,0.11,156
2017,1,7,2,0,9.5,-83,35.8,5.5,0,0,0,0,1.69,0,981.6,79,4.6,0.11,144
2017,1,7,3,0,9.5,-92,57.3,5.4,0,0,0,0,1.88,0,981.9,75,4.5,0.11,132
2017,1,7,4,0,9.5,-99,33.5,5.2,0,0,0,0,2.02,0,982.3,76,4.5,0.11,119
2017,1,7,5,0,9.5,-106,45.6,5,0,0,0,0,2.1,0,982.8,81,4.5,0.11,107
2017,1,7,6,0,9.6,-114,27,4.8,2,8,1,2,2.18,0,983.2,86,4.5,0.11,95
2017,1,7,7,0,10.2,-122,30.2,4.9,44,18,2,46,2.2,0,983.6,91,4.5,0.11,84
2017,1,7,8,0,11.2,-132,26.2,5.3,129,165,53,182,2.16,0,983.9,97,4.5,0.11,74
2017,1,7,9,0,12.2,-143,26.2,5.8,218,173,68,287,2.12,0,984.2,102,4.6,0.11,65
2017,1,7,10,0,13.3,-157,19,6.3,232,339,177,409,2.08,0,984.2,106,4.3,0.11,59
2017,1,7,11,0,14.4,-173,5,6.9,128,717,403,531,2.04,0,983.9,113,3.6,0.11,56
2017,1,7,12,0,15.6,170,7.9,7.5,161,625,348,509,2.01,0,983.7,121,2.9,0.11,56
2017,1,7,13,0,16.3,154,18,7.9,226,341,171,397,2.03,0,983.4,122,2.4,0.11,60
2017,1,7,14,0,16.7,141,14.2,8,161,384,148,309,2.11,0,983.2,109,1.9,0.11,67
2017,1,7,15,0,17.1,130,19.2,8,104,229,65,170,2.19,0,983,88,1.6,0.11,76
2017,1,7,16,0,16.7,120,12.5,8.3,33,70,6,39,2.27,0,983,77,1.7,0.11,86
2017,1,7,17,0,15.4,112,21.2,8.8,0,2,0,0,2.33,0,983.3,79,2,0.11,97
2017,1,7,18,0,14.2,105,38.9,9.3,0,0,0,0,2.39,0,983.6,80,2.4,0.11,109
2017,1,7,19,0,13.3,98,34.9,9.4,0,0,0,0,2.45,0,984,79,2.6,0.11,121
2017,1,7,20,0,12.8,90,29,9.2,0,0,0,0,2.49,0,984.5,75,2.8,0.11,134
2017,1,7,21,0,12.4,81,34,8.9,0,0,0,0,2.54,0,984.9,73,3,0.11,147
2017,1,7,22,0,12.1,65,26,8.6,0,0,0,0,2.53,0,985,73,3.2,0.11,159
2017,1,7,23,0,11.8,26,14.3,8.1,0,0,0,0,2.47,0,984.8,75,3.6,0.11,167
2017,1,8,0,0,11.6,-36,0,7.6,0,0,0,0,2.41,0,984.7,78,3.9,0.12,166
2017,1,8,1,0,11.4,-69,0,7.2,0,0,0,0,2.36,0,984.5,80,4.1,0.12,156
2017,1,8,2,0,11.2,-83,0,7,0,0,0,0,2.31,0,984.3,82,4.1,0.12,144
2017,1,8,3,0,11,-92,0,6.8,0,0,0,0,2.26,0,984.1,85,4.1,0.12,132
2017,1,8,4,0,10.9,-99,0,6.7,0,0,0,0,2.19,0,984,87,4.2,0.12,119
2017,1,8,5,0,11,-106,0,6.7,0,0,0,0,2.09,0,983.9,89,4.4,0.12,107
2017,1,8,6,0,11.1,-114,0,6.7,1,14,1,3,2,0,983.9,91,4.5,0.12,95
2017,1,8,7,0,12,-122,10.1,7.1,38,185,31,69,1.92,0,984.1,94,4.5,0.12,84
2017,1,8,8,0,13.6,-132,0.2,7.9,46,694,197,243,1.87,0,984.5,98,4.2,0.12,74
2017,1,8,9,0,15.3,-143,0,8.6,57,814,341,398,1.82,0,985,103,3.9,0.12,65
2017,1,8,10,0,16.5,-157,0,9.2,63,869,447,510,1.8,0,985,110,3.4,0.12,59
2017,1,8,11,0,17.4,-173,0,9.7,66,888,500,565,1.83,0,984.5,122,2.6,0.12,56
2017,1,8,12,0,18.3,170,0.3,10.2,70,875,488,558,1.86,0,984,143,2,0.12,56
2017,1,8,13,0,18.7,154,0,10.4,63,857,429,492,1.88,0,983.5,164,1.7,0.12,60
2017,1,8,14,0,18.6,141,0,10.4,56,795,316,372,1.9,0,982.9,180,1.5,0.12,67
2017,1,8,15,0,18.6,130,9.9,10.4,73,443,123,196,1.92,0,982.4,199,1.5,0.12,76
2017,1,8,16,0,18.1,120,48.3,10.6,29,68,10,39,1.93,0,982.2,204,1.4,0.12,86
2017,1,8,17,0,17.3,112,56,11.2,0,0,0,0,1.92,0,982.3,194,1.2,0.12,97
2017,1,8,18,0,16.4,105,37.8,11.8,0,0,0,0,1.91,0,982.5,182,1.2,0.12,109
2017,1,8,19,0,15.6,98,39.1,12,0,0,0,0,1.93,0,982.6,168,1.5,0.12,121
2017,1,8,20,0,14.7,90,38.6,11.7,0,0,0,0,1.97,0,982.7,161,2.2,0.12,134
2017,1,8,21,0,13.9,81,38,11.5,0,0,0,0,2.01,0,982.8,158,2.9,0.12,146
2017,1,8,22,0,13.3,65,38,11.3,0,0,0,0,2.09,0,982.8,159,3,0.12,158
2017,1,8,23,0,13.2,26,39.6,11.3,0,0,0,0,2.21,0,982.7,165,2.6,0.12,167
2017,1,9,0,0,13,-36,39.8,11.2,0,0,0,0,2.32,0,982.6,174,2.2,0.11,166
2017,1,9,1,0,12.9,-68,39.8,11.1,0,0,0,0,2.36,0,982.4,181,1.6,0.11,156
2017,1,9,2,0,12.8,-83,38.7,10.8,0,0,0,0,2.34,0,982.1,188,1,0.11,144
2017,1,9,3,0,12.8,-92,39.1,10.6,0,0,0,0,2.33,0,981.9,223,0.4,0.11,132
2017,1,9,4,0,12.8,-99,39.4,10.4,0,0,0,0,2.38,0,981.9,283,0.3,0.11,119
2017,1,9,5,0,13,-106,37,10.4,0,0,0,0,2.52,0,982.2,271,0.3,0.11,107
2017,1,9,6,0,13.2,-113,27,10.5,1,0,0,1,2.65,0,982.5,254,0.2,0.11,95
2017,1,9,7,0,13.5,-122,51.8,10.6,28,0,0,28,2.69,0,982.7,212,0.4,0.11,84
2017,1,9,8,0,13.9,-131,66.3,11,75,0,0,75,2.64,0,982.9,196,0.9,0.11,74
2017,1,9,9,0,14.3,-143,60.4,11.4,153,0,0,153,2.58,0,983,192,1.5,0.11,65
2017,1,9,10,0,14.7,-157,43,11.7,278,0,0,278,2.45,0,982.9,212,1.8,0.11,59
2017,1,9,11,0,15.1,-173,48.9,11.8,275,11,6,282,2.25,0,982.5,242,2.5,0.11,56
