DateTime,RealPower0,RealPower1,RealPower4,RealPower5,RealPower8,RealPower9,RealPower12,RealPower13,RealPower16,RealPower17,RealPower20,RealPower21,RealPower24,RealPower25,RealPower28,RealPower29,RealPower32,RealPower33,RealPower36,RealPower37,RealPower40,RealPower41,RealPower
1/1/2018 0:00,0,0.304,0,0,0,0,0.037,0.318,0,0.047,0,0.556,0.348,0,0,0,0,0.232,0,0,0,0.972,0
1/1/2018 1:00,0,0.307,0,0,0,0,0.045,0.319,0,0.044,0,0.556,0.348,0,0,0,0,0.232,0,0,0,0.968,0
1/1/2018 2:00,0,0.321,0,0,0,0,0.046,0.32,0,0.047,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.969,0
1/1/2018 3:00,0,0.324,0,0,0,0,0.047,0.32,0,0.046,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.973,0
1/1/2018 4:00,0,0.299,0,0,0,0,0.042,0.319,0,0.047,0,0.559,0.351,0,0,0,0,0.232,0,0,0,0.972,0
1/1/2018 5:00,0,0.291,0,0,0,0,0.038,0.32,0,0.046,0,0.556,0.348,0,0,0,0,0.231,0,0,0,0.97,0
1/1/2018 6:00,0,0.278,0,0.845,0,0.025,0.05,0.318,0,0.044,0,0.552,0.348,0.457,0,0,0,0.236,0,0.387,0,0.968,0
1/1/2018 7:00,0,5.443,3.418,46.5,1.862,10.946,0.849,0.86,4.958,5.535,21.453,3.321,3.263,4.65,2.892,2.743,0,2.917,13.058,14.786,14.74,3.516,14.201
1/1/2018 8:00,0,20.261,68.668,124.237,43.348,46.249,13.462,9.286,53.301,28.269,244.015,17.523,18.236,21.269,60.522,26.255,0,25.287,111.878,50.648,87.781,23.864,187.636
1/1/2018 9:00,0,50.881,225.505,199.905,115.942,81.921,41.16,28.881,144.354,46.683,456.1,33.452,38.596,34.454,146.35,65.348,0,57.774,212.978,88.195,155.108,57.127,468.234
1/1/2018 10:00,0,77.064,342.444,245.124,153.633,107.818,67.524,50.47,193.458,63.11,644.514,47.126,55.134,42.566,216.75,115.615,0,70.776,292.05,115.326,211.904,92.312,588.426
1/1/2018 11:00,0,69.301,389.302,241.303,137.215,99.816,86.988,70.763,181.731,57.035,589.721,46.45,52.467,41.681,221.678,113.226,0,63.853,260.268,107.93,192.581,89.917,539.226
1/1/2018 12:00,0,75.299,412.188,230.959,172.857,124.651,90.888,74.475,215.647,71.374,688.272,56.729,62.422,40.296,234.725,126.776,0,74.187,324.414,109.17,230.486,106.93,651.176
1/1/2018 13:00,0,55.323,375.822,114.578,135.571,76.245,95.246,77.745,160.685,56.617,532.167,44.977,49.415,20.777,188.637,101.236,0,54.168,252.075,67.56,181.661,83.002,550.749
1/1/2018 14:00,0,26.096,158.375,74.366,62.167,36.653,46.659,39.553,63.881,27.304,249.084,20.477,22.124,13.289,83.765,45.847,0,22.95,108.058,33.873,85.926,32.265,267.747
1/1/2018 15:00,0,18.063,118.855,36.025,34.221,24.969,25.959,22.211,38.894,15.752,146.831,13.605,14.445,6.852,63.792,31.986,0,15.43,61.669,18.725,55.433,22.387,142.58
1/1/2018 16:00,0,4.963,48.704,1.525,11.107,4.214,12.167,10.656,10.558,5.965,41.671,5.24,5.422,0.519,25.478,17.359,0,3.862,14.592,1.86,19.212,7.816,52.566
1/1/2018 17:00,0,0.273,0.575,0,0,0,0.668,0.994,0,0.049,0,0.561,0.358,0,0,6.338,0,0.228,0,0,0,0.96,0.123
1/1/2018 18:00,0,0.299,0,0,0,0,0.048,0.316,0,0.048,0,0.558,0.346,0,0,0,0,0.23,0,0,0,0.972,0
1/1/2018 19:00,0,0.3,0,0,0,0,0.056,0.321,0,0.05,0,0.561,0.348,0,0,0,0,0.232,0,0,0,0.981,0
1/1/2018 20:00,0,0.291,0,0,0,0,0.052,0.323,0,0.059,0,0.564,0.349,0,0,0,0,0.235,0,0,0,0.981,0
1/1/2018 21:00,0,0.273,0,0,0,0,0.056,0.324,0,0.049,0,0.565,0.352,0,0,0,0,0.235,0,0,0,0.982,0
1/1/2018 22:00,0,0.289,0,0,0,0,0.051,0.323,0,0.048,0,0.566,0.352,0,0,0,0,0.233,0,0,0,0.986,0
1/1/2018 23:00,0,0.271,0,0,0,0,0.033,0.322,0,0.045,0,0.558,0.348,0,0,0,0,0.232,0,0,0,0.971,0
1/2/2018 0:00,0,0.275,0,0,0,0,0.038,0.319,0,0.046,0,0.557,0.348,0,0,0,0,0.232,0,0,0,0.969,0
1/2/2018 1:00,0,0.296,0,0,0,0,0.045,0.318,0,0.048,0,0.56,0.348,0,0,0,0,0.232,0,0,0,0.969,0
1/2/2018 2:00,0,0.297,0,0,0,0,0.047,0.32,0,0.045,0,0.56,0.348,0,0,0,0,0.232,0,0,0,0.97,0
1/2/2018 3:00,0,0.317,0,0,0,0,0.047,0.319,0,0.046,0,0.56,0.348,0,0,0,0,0.232,0,0,0,0.972,0
1/2/2018 4:00,0,0.31,0,0,0,0,0.036,0.316,0,0.048,0,0.558,0.348,0,0,0,0,0.23,0,0,0,0.969,0
1/2/2018 5:00,0,0.314,0,0,0,0,0.041,0.319,0,0.045,0,0.558,0.348,0,0,0,0,0.232,0,0,0,0.971,0
1/2/2018 6:00,0,0.31,0,4.198,0,0.053,0.05,0.319,0,0.048,0,0.556,0.347,0.859,0,0,0,0.24,0,0.621,0,0.972,0
1/2/2018 7:00,0,9.062,10.456,65.617,7.312,16.269,1.806,1.673,10.042,5.42,37.299,4.373,4.542,7.874,9.613,6.824,0,5.784,17.762,22.642,18.028,6.338,31.721
1/2/2018 8:00,0,23.298,93.705,141.377,50.03,53.228,17.47,12.556,58.349,30.977,283.419,20.534,20.388,23.015,60.577,33.143,0,29.608,125.24,54.884,99.969,32.331,207.666
1/2/2018 9:00,0,51.586,222.899,211.384,122.881,82.379,42.475,29.478,151.756,48.602,479.818,35.355,41.005,36.709,148.997,76.524,0,59.185,227.761,92.647,163.12,66.665,481.964
1/2/2018 10:00,0,74.219,343.562,248.297,159.316,100.702,71.978,54.9,202.33,64.008,641.383,47.263,55.934,42.809,214.972,115.593,0,73.126,297.861,116.972,211.65,95.558,609.46
1/2/2018 11:00,0,81.99,411.521,266.514,177.586,120.32,91.041,73.665,227.128,72.27,720.975,56.366,63.901,45.805,234.438,128.944,0,79.658,331.502,126.192,236.736,109.636,666.826
1/2/2018 12:00,0,78.901,436.241,212.316,183.254,112.015,104.137,85.646,233.567,73.73,724.886,59.613,65.713,36.914,243.653,129.927,0,77.993,342.565,103.07,245.491,112.264,681.538
1/2/2018 13:00,0,60.552,337.287,208.128,134.735,106.501,86.908,70.77,162.076,55.257,516.996,44.784,49.662,36.134,180.717,94.996,0,62.016,253.107,99.009,183.813,78.486,620.4
1/2/2018 14:00,0,49.999,325.021,134.747,130.517,81.203,94.58,71.554,119.707,54.299,456.18,45.293,49.499,22.808,165.409,89.735,0,58.437,254.071,64.034,181.507,62.064,521.638
1/2/2018 15:00,0,15.351,190.71,38.18,63.044,25.631,62.225,47.187,55.847,33.492,202.187,25.906,25.323,6.645,81.746,46.914,0,30.618,131.366,20.014,108.074,23.708,286.569
1/2/2018 16:00,0,4.472,46.968,0.684,8.386,2.718,15.37,13.443,7.57,8.56,30.722,5.252,4.701,0.505,15.008,17.281,0,4.338,19.411,1.208,25.849,5.826,32.417
1/2/2018 17:00,0,0.278,0.606,0,0,0,0.59,0.886,0,0.05,0,0.57,0.369,0,0,6.351,0,0.231,0,0,0,0.975,0
1/2/2018 18:00,0,0.274,0,0,0,0,0.05,0.32,0,0.049,0,0.559,0.351,0,0,0,0,0.232,0,0,0,0.987,0
1/2/2018 19:00,0,0.283,0,0,0,0,0.048,0.321,0,0.048,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.99,0
1/2/2018 20:00,0,0.279,0,0,0,0,0.046,0.32,0,0.048,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.985,0
1/2/2018 21:00,0,0.288,0,0,0,0,0.048,0.321,0,0.049,0,0.56,0.349,0,0,0,0,0.232,0,0,0,0.981,0
1/2/2018 22:00,0,0.298,0,0,0,0,0.043,0.32,0,0.046,0,0.556,0.348,0,0,0,0,0.232,0,0,0,0.97,0
1/2/2018 23:00,0,0.263,0,0,0,0,0.04,0.318,0,0.048,0,0.549,0.344,0,0,0,0,0.228,0,0,0,0.963,0
1/3/2018 0:00,0,0.291,0,0,0,0,0.039,0.317,0,0.046,0,0.549,0.345,0,0,0,0,0.228,0,0,0,0.966,0
1/3/2018 1:00,0,0.312,0,0,0,0,0.045,0.317,0,0.044,0,0.551,0.347,0,0,0,0,0.23,0,0,0,0.967,0
1/3/2018 2:00,0,0.304,0,0,0,0,0.037,0.315,0,0.046,0,0.548,0.344,0,0,0,0,0.228,0,0,0,0.964,0
1/3/2018 3:00,0,0.296,0,0,0,0,0.036,0.316,0,0.044,0,0.548,0.344,0,0,0,0,0.228,0,0,0,0.962,0
1/3/2018 4:00,0,0.294,0,0,0,0,0.04,0.315,0,0.044,0,0.548,0.344,0,0,0,0,0.228,0,0,0,0.958,0
1/3/2018 5:00,0,0.315,0,0,0,0,0.042,0.316,0,0.047,0,0.556,0.349,0,0,0,0,0.232,0,0,0,0.975,0
1/3/2018 6:00,0,0.323,0,0.242,0,0,0.046,0.319,0,0.047,0,0.552,0.348,0.305,0,0,0,0.23,0,0.217,0,0.973,0
1/3/2018 7:00,0,3.445,1.623,23.068,0.621,6.353,0.418,0.582,1.407,1.001,0,1.803,1.737,4.182,0.819,2.011,0,2.267,2.691,8.186,3.411,2.43,9.074
1/3/2018 8:00,0,13.232,43.367,50.525,15.312,22.726,7.216,6.047,21.26,7.077,48.837,7.048,7.61,8.978,29.971,15.139,0,9.03,28.752,21.964,27.009,12.195,73.872
1/3/2018 9:00,0,18.473,85.856,77.067,26.064,30.521,14.671,12.137,33.944,11.779,129.953,10.585,11.573,13.496,54.089,23.337,0,12.805,48.023,31.689,44.488,18.347,132.581
1/3/2018 10:00,0,33.573,137.702,114.804,47.003,55.052,24.705,20.013,63.591,20.712,238.429,18.392,20.065,20.235,90.026,44.298,0,24.912,87.029,52.811,78.495,34.192,185.631
1/3/2018 11:00,0,35.433,188.562,120.462,58.997,54.739,37.165,30.599,74.969,26.087,294.16,21.969,24.034,21.217,118.891,54.114,0,26.134,110.5,53.596,96.844,41.979,228.098
1/3/2018 12:00,0,39.532,197.577,116.435,64.013,60.531,39.991,32.929,83.652,28.336,320.231,24.668,26.993,20.71,124.575,64.439,0,30.633,119.764,55.133,104.511,46.942,239.603
1/3/2018 13:00,0,32.909,181.745,92.339,56.219,48.178,38.856,32.183,70.601,25.071,283.223,21.355,23.355,16.461,112.634,55.329,0,25.013,103.014,44.004,91.631,39.867,231.68
1/3/2018 14:00,0,25.831,142.892,68.389,42.548,37.973,30.507,25.471,53.045,19.163,216.513,17.136,18.57,12.348,87.117,43.526,0,19.915,75.447,33.231,70.883,31.474,156.812
1/3/2018 15:00,0,14.145,100.969,19.006,24.614,16.784,21.878,18.659,29.283,11.43,127.323,10.639,11.442,3.523,58.42,25.421,0,10.269,44.858,10.744,42.295,18.57,100.39
1/3/2018 16:00,0,2.695,19.022,0.235,2.907,0.679,5.496,5.115,3.4,2.158,13.656,2.184,2.101,0.43,7.84,9.196,0,1.675,4.611,0.614,6.866,2.515,22.363
1/3/2018 17:00,0,0.281,0.36,0,0,0,0.405,0.693,0,0.048,0,0.58,0.374,0,0,7.768,0,0.23,0,0,0,0.985,0
1/3/2018 18:00,0,0.302,0,0,0,0,0.05,0.322,0,0.048,0,0.566,0.355,0,0,0,0,0.232,0,0,0,0.993,0
1/3/2018 19:00,0,0.275,0,0,0,0,0.05,0.324,0,0.048,0,0.568,0.356,0,0,0,0,0.232,0,0,0,0.997,0
1/3/2018 20:00,0,0.287,0,0,0,0,0.053,0.326,0,0.048,0,0.566,0.356,0,0,0,0,0.232,0,0,0,1,0
1/3/2018 21:00,0,0.296,0,0,0,0,0.049,0.324,0,0.05,0,0.564,0.356,0,0,0,0,0.233,0,0,0,0.997,0
1/3/2018 22:00,0,0.27,0,0,0,0,0.042,0.32,0,0.047,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.983,0
1/3/2018 23:00,0,0.302,0,0,0,0,0.037,0.323,0,0.048,0,0.564,0.354,0,0,0,0,0.232,0,0,0,0.988,0
1/4/2018 0:00,0,0.286,0,0,0,0,0.039,0.322,0,0.048,0,0.564,0.354,0,0,0,0,0.232,0,0,0,0.984,0
1/4/2018 1:00,0,0.276,0,0,0,0,0.048,0.32,0,0.045,0,0.562,0.353,0,0,0,0,0.232,0,0,0,0.983,0
1/4/2018 2:00,0,0.278,0,0,0,0,0.049,0.32,0,0.047,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.982,0
1/4/2018 3:00,0,0.312,0,0,0,0,0.042,0.321,0,0.048,0,0.559,0.352,0,0,0,0,0.231,0,0,0,0.975,0
1/4/2018 4:00,0,0.296,0,0,0,0,0.044,0.321,0,0.045,0,0.559,0.351,0,0,0,0,0.231,0,0,0,0.972,0
1/4/2018 5:00,0,0.311,0,0,0,0,0.043,0.32,0,0.047,0,0.558,0.351,0,0,0,0,0.231,0,0,0,0.977,0
1/4/2018 6:00,0,0.305,0,0.429,0,0.004,0.05,0.318,0,0.046,0,0.556,0.35,0.415,0,0,0,0.236,0,0.354,0,0.971,0
1/4/2018 7:00,0,4.505,2.104,44.007,0.846,7.993,0.588,0.699,3.721,5.043,25.675,2.858,2.723,3.511,0.634,1.534,0,2.22,10.612,12.879,13.24,2.477,8.103
1/4/2018 8:00,0,20.139,65.179,133.74,41.429,47.162,11.621,7.975,51.202,27.019,230.171,17.082,16.899,21.714,52.259,27.898,0,26.662,109.399,50.318,85.329,26.98,171.657
1/4/2018 9:00,0,49.551,226.279,203.175,118.502,77.949,39.905,27.629,146.606,46.682,459.548,33.975,39.525,35.074,148.989,73.996,0,57.017,219.167,89.029,157.451,64.79,468.529
1/4/2018 10:00,0,71.662,342.289,241.935,153.595,97.882,68.072,51.525,195.311,61.37,612.024,45.239,53.678,41.66,213.667,106.951,0,70.871,286.743,112.417,203.692,90.927,586.767
1/4/2018 11:00,0,79.751,407.988,256.85,172.125,114.836,88.241,71.523,220.551,69.937,694.725,53.695,60.79,44.457,233.765,124.312,0,77.098,319.865,120.587,230.121,106.326,649.888
1/4/2018 12:00,0,79.462,428.036,244.784,176.023,122.748,99.757,82.195,224.826,70.976,696.521,56.668,62.269,42.232,235.215,127.306,0,77.99,329.453,116.351,235.976,109.643,665.102
1/4/2018 13:00,0,70.003,401.579,203.64,163.555,107.59,102.172,83.259,199.055,66.748,622.146,52.835,58.046,34.862,209.484,113.338,0,71.211,304.353,97.415,217.931,94.345,615.899
1/4/2018 14:00,0,48.855,328.446,131.259,126.287,78.51,92.082,69.2,116.168,52.673,439.106,43.223,47.299,22.029,157.397,86.037,0,56.58,244.567,62.482,175.114,60.839,503.253
1/4/2018 15:00,0,15.332,204.68,40.704,64.203,25.654,61.206,46.096,57.1,33.724,202.763,26.637,25.236,6.414,78.623,48.075,0,33.108,138.279,20.745,109.699,23.83,288.543
1/4/2018 16:00,0,4.032,58.891,0.187,6.447,0.72,17.579,14.919,4.991,11.596,20.124,5.45,4.412,0.508,8.503,17.728,0,5.012,16.547,0.659,32.414,4.142,24.077
1/4/2018 17:00,0,0.283,0.176,0,0,0,0.522,0.698,0,0.056,0,0.639,0.43,0,0,6.288,0,0.229,0,0,0,0.978,0.2
1/4/2018 18:00,0,0.28,0,0,0,0,0.049,0.32,0,0.047,0,0.56,0.351,0,0,0,0,0.232,0,0,0,0.989,0
1/4/2018 19:00,0,0.295,0,0,0,0,0.047,0.32,0,0.05,0,0.564,0.352,0,0,0,0,0.232,0,0,0,0.992,0
1/4/2018 20:00,0,0.291,0,0,0,0,0.043,0.323,0,0.048,0,0.565,0.354,0,0,0,0,0.231,0,0,0,1.001,0
1/4/2018 21:00,0,0.284,0,0,0,0,0.048,0.32,0,0.048,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.994,0
1/4/2018 22:00,0,0.3,0,0,0,0,0.045,0.324,0,0.045,0,0.565,0.355,0,0,0,0,0.233,0,0,0,0.998,0
1/4/2018 23:00,0,0.29,0,0,0,0,0.037,0.321,0,0.047,0,0.559,0.351,0,0,0,0,0.228,0,0,0,0.984,0
1/5/2018 0:00,0,0.302,0,0,0,0,0.033,0.319,0,0.048,0,0.556,0.348,0,0,0,0,0.23,0,0,0,0.977,0
1/5/2018 1:00,0,0.291,0,0,0,0,0.041,0.319,0,0.044,0,0.556,0.352,0,0,0,0,0.23,0,0,0,0.98,0
1/5/2018 2:00,0,0.302,0,0,0,0,0.043,0.32,0,0.046,0,0.557,0.349,0,0,0,0,0.228,0,0,0,0.977,0
1/5/2018 3:00,0,0.316,0,0,0,0,0.045,0.32,0,0.048,0,0.557,0.348,0,0,0,0,0.232,0,0,0,0.979,0
1/5/2018 4:00,0,0.315,0,0,0,0,0.038,0.319,0,0.047,0,0.557,0.349,0,0,0,0,0.229,0,0,0,0.979,0
1/5/2018 5:00,0,0.291,0,0,0,0,0.049,0.323,0,0.048,0,0.563,0.353,0,0,0,0,0.232,0,0,0,0.988,0
1/5/2018 6:00,0,0.32,0,0.237,0,0,0.048,0.32,0,0.048,0,0.555,0.351,0.376,0,0,0,0.234,0,0.35,0,0.98,0
1/5/2018 7:00,0,4.315,1.624,44.353,0.111,6.177,0.479,0.655,3.725,5.747,22.867,2.852,2.68,3.055,0.424,0.96,0,1.906,11.275,12.588,14.385,2.058,6.121
1/5/2018 8:00,0,19.531,65.172,136.695,43.207,47.793,11.051,7.47,53.046,27.813,233.589,17.582,17.409,21.771,49.186,27.899,0,27.298,114.154,50.029,85.415,27.26,191.017
1/5/2018 9:00,0,49.083,230.057,205.794,121.99,78.871,40.587,27.982,151.31,48.331,466.39,35.003,40.942,35.641,150.176,72.757,0,58.257,225.472,88.395,159.077,67.254,483.739
1/5/2018 10:00,0,72.889,349.075,246.727,158.115,99.727,69.584,52.782,200.859,63.519,627.349,46.062,55.024,42.911,217.361,110.348,0,72.032,294.597,112.803,208.895,94.355,613.543
1/5/2018 11:00,0,80.863,418.02,248.266,176.777,113.942,90.552,73.329,226.55,72.654,711.836,56.37,63.637,43.508,231.267,126.922,0,79.052,332.679,115.27,236.917,108.118,668.976
1/5/2018 12:00,0,70.702,407.679,220.735,160.462,110.495,96.87,79.985,196.099,66.328,642.669,51.956,57.256,38.839,222.224,114.063,0,68.337,297.692,105.215,219.195,95.332,609.283
1/5/2018 13:00,0,70.046,368.341,208.58,155.016,107.583,90.748,74.124,192.419,63.987,616.411,52.227,57.101,36.086,197.457,113.48,0,68.614,292.094,98.606,214.462,91.43,569.863
1/5/2018 14:00,0,50.442,337.516,122.914,128.327,75.352,93.162,71.258,117.852,54.022,447.863,39.059,43.515,21.402,156.592,79.785,0,56.566,244.905,60.062,178.944,51.153,504.862
1/5/2018 15:00,0,12.778,179.858,8.694,45.487,12.759,55.128,43.456,42.004,23.068,145.689,15.79,16.104,1.582,71.674,32.701,0,15.79,86.687,3.905,77.361,19.437,280.848
1/5/2018 16:00,0,1.942,8.243,0,0.416,0.57,3.368,3.178,1.436,1.061,0.499,1.991,1.858,0.344,2.538,8.649,0,1.231,2.025,0.453,4.133,2.145,32.656
1/5/2018 17:00,0,0.281,0,0,0,0,0.12,0.418,0,0.048,0,0.57,0.365,0,0,6.249,0,0.232,0,0,0,0.979,0.034
1/5/2018 18:00,0,0.296,0,0,0,0,0.056,0.323,0,0.048,0,0.564,0.352,0,0,0,0,0.232,0,0,0,0.977,0
1/5/2018 19:00,0,0.308,0,0,0,0,0.049,0.323,0,0.049,0,0.567,0.354,0,0,0,0,0.232,0,0,0,0.982,0
1/5/2018 20:00,0,0.301,0,0,0,0,0.058,0.325,0,0.049,0,0.568,0.355,0,0,0,0,0.235,0,0,0,0.989,0
1/5/2018 21:00,0,0.297,0,0,0,0,0.056,0.326,0,0.048,0,0.568,0.356,0,0,0,0,0.235,0,0,0,0.987,0
1/5/2018 22:00,0,0.287,0,0,0,0,0.044,0.323,0,0.044,0,0.562,0.352,0,0,0,0,0.232,0,0,0,0.977,0
1/5/2018 23:00,0,0.285,0,0,0,0,0.033,0.319,0,0.046,0,0.558,0.348,0,0,0,0,0.228,0,0,0,0.975,0
1/6/2018 0:00,0,0.298,0,0,0,0,0.035,0.316,0,0.046,0,0.556,0.348,0,0,0,0,0.228,0,0,0,0.97,0
1/6/2018 1:00,0,0.308,0,0,0,0,0.042,0.318,0,0.045,0,0.557,0.348,0,0,0,0,0.229,0,0,0,0.975,0
1/6/2018 2:00,0,0.303,0,0,0,0,0.038,0.318,0,0.048,0,0.56,0.348,0,0,0,0,0.232,0,0,0,0.976,0
1/6/2018 3:00,0,0.297,0,0,0,0,0.04,0.319,0,0.045,0,0.56,0.349,0,0,0,0,0.232,0,0,0,0.978,0
1/6/2018 4:00,0,0.305,0,0,0,0,0.045,0.319,0,0.045,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.98,0
1/6/2018 5:00,0,0.322,0,0,0,0,0.043,0.321,0,0.048,0,0.564,0.352,0,0,0,0,0.233,0,0,0,0.984,0
1/6/2018 6:00,0,0.311,0,0.051,0,0,0.054,0.323,0,0.048,0,0.562,0.352,0.205,0,0,0,0.232,0,0.113,0,0.987,0
1/6/2018 7:00,0,2.513,1.148,19.432,0,5.609,0.297,0.494,0,0.557,0.243,1.64,1.497,3.436,0.399,0.686,0,1.733,1.658,6.343,2.006,1.797,6.652
1/6/2018 8:00,0,14.913,37.538,103.671,15.963,33.037,5.992,4.931,24.786,8.158,75.289,9.586,10.131,17.412,30.66,19.193,0,12.057,31.948,38.566,28.8,16.514,109.788
1/6/2018 9:00,0,39.154,182.684,128.26,77.132,58.948,32.745,24.656,95.153,32.96,336.199,25.695,28.398,22.593,119.916,54.493,0,35.376,140.349,59.688,113.412,46.337,309.325
1/6/2018 10:00,0,45.214,208.185,162.68,79.862,68.469,42.338,33.334,103.155,34.413,366.142,27.473,30.661,28.503,132.632,59.659,0,38.415,148.147,72.36,120.895,50.919,319.499
1/6/2018 11:00,0,63.065,277.515,218.531,116.686,94.043,58.296,47.036,151.851,48.997,520.962,39.862,44.56,38.523,175.442,91.945,0,56.278,219.186,101.077,171.908,73.418,442.571
1/6/2018 12:00,0,62.39,348.191,146.28,130.471,80.195,81.929,67.725,162.225,55.04,537.371,39.92,44.514,26.242,192.059,78.841,0,53.902,236.358,65.904,191.569,64.949,503.99
1/6/2018 13:00,0,37.325,228.338,115.82,72.968,50.331,53.766,45.029,90.867,32.68,287.967,21.15,22.862,19.732,118.669,34.876,0,28.726,128.446,43.68,116.749,27.328,332.687
1/6/2018 14:00,0,29.14,181.49,60.555,55.233,40.681,39.102,32.306,65.607,25.054,240.635,19.033,20.629,11.232,100.697,34.398,0,23.134,98.684,31.809,87.108,27.11,244.559
1/6/2018 15:00,0,10.065,80.72,10.838,18.21,9.346,19.16,16.928,20.636,8.661,81.611,7.34,7.66,2.494,42.168,11.551,0,6.535,30.58,6.498,31.093,9.68,104.575
1/6/2018 16:00,0,1.772,10.683,0.01,0.571,0.462,3.668,3.596,1.29,0.936,6.324,2.047,1.935,0.344,5.77,8.49,0,1.161,0.999,0.454,3.532,2.149,29.38
1/6/2018 17:00,0,0.295,0,0,0,0,0.126,0.408,0,0.047,0,0.561,0.357,0,0,7.685,0,0.23,0,0,0,0.979,0
1/6/2018 18:00,0,0.307,0,0,0,0,0.053,0.323,0,0.048,0,0.562,0.356,0,0,0,0,0.232,0,0,0,0.99,0
1/6/2018 19:00,0,0.311,0,0,0,0,0.049,0.325,0,0.046,0,0.561,0.356,0,0,0,0,0.232,0,0,0,0.988,0
1/6/2018 20:00,0,0.308,0,0,0,0,0.048,0.324,0,0.048,0,0.561,0.356,0,0,0,0,0.232,0,0,0,0.995,0
1/6/2018 21:00,0,0.292,0,0,0,0,0.047,0.324,0,0.048,0,0.563,0.356,0,0,0,0,0.236,0,0,0,0.996,0
1/6/2018 22:00,0,0.312,0,0,0,0,0.051,0.324,0,0.048,0,0.564,0.356,0,0,0,0,0.233,0,0,0,0.996,0
1/6/2018 23:00,0,0.301,0,0,0,0,0.038,0.321,0,0.048,0,0.56,0.354,0,0,0,0,0.232,0,0,0,0.983,0
1/7/2018 0:00,0,0.313,0,0,0,0,0.042,0.319,0,0.045,0,0.559,0.352,0,0,0,0,0.232,0,0,0,0.978,0
1/7/2018 1:00,0,0.291,0,0,0,0,0.048,0.319,0,0.048,0,0.559,0.354,0,0,0,0,0.232,0,0,0,0.982,0
1/7/2018 2:00,0,0.329,0,0,0,0,0.05,0.32,0,0.048,0,0.56,0.356,0,0,0,0,0.232,0,0,0,0.982,0
1/7/2018 3:00,0,0.331,0,0,0,0,0.051,0.321,0,0.046,0,0.562,0.356,0,0,0,0,0.232,0,0,0,0.984,0
1/7/2018 4:00,0,0.321,0,0,0,0,0.05,0.32,0,0.048,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.98,0
1/7/2018 5:00,0,0.308,0,0,0,0,0.044,0.32,0,0.045,0,0.56,0.352,0,0,0,0,0.232,0,0,0,0.978,0
1/7/2018 6:00,0,0.331,0,1.812,0,0.013,0.052,0.321,0,0.048,0,0.558,0.356,0.523,0,0,0,0.234,0,0.339,0,0.983,0
1/7/2018 7:00,0,5.113,4.73,39.623,2.784,9.538,1.125,1.136,4.351,2.773,19.861,2.915,2.932,4.322,4.628,3.273,0,3.299,9.328,12.474,9.266,3.76,20.315
1/7/2018 8:00,0,18.571,58.332,95.554,29.717,34.143,11.181,8.174,36.359,18.402,151.166,12.479,12.604,16.336,44.846,19.004,0,16.875,69.779,38.523,59.018,18.322,125.194
1/7/2018 9:00,0,37.507,166.135,152.094,64.162,56.222,30.462,23.618,81.376,28.174,298.928,21.541,23.404,26.503,97.381,31.698,0,30.919,120.364,67.34,100.31,26.285,258.823
1/7/2018 10:00,0,64.805,277.857,226.936,119.161,95.467,52.227,40.879,152.332,49.776,513.017,38.239,44.027,39.548,174.647,81.451,0,58.515,225.085,101.894,173.39,71.573,474.843
1/7/2018 11:00,0,74.741,361.772,228.605,144.556,113.156,78.831,64.722,192.302,59.714,626.568,48.707,54.069,39.456,217.034,116.251,0,67.837,274.916,110.838,208.584,93.264,546.424
1/7/2018 12:00,0,71.603,382.285,215.656,149.355,112.881,87.123,71.555,191.438,60.839,611.187,49.517,54.929,37.534,212.972,110.885,0,69.069,280.976,104.112,207.59,93.025,550.018
1/7/2018 13:00,0,43.718,321.366,106.003,109.297,56.291,83.037,69.336,125.525,46.789,455.093,36.537,40.123,18.756,169.359,83.106,0,39.198,204.249,47.978,155.832,67.676,472.684
1/7/2018 14:00,0,31.656,165.289,83.91,55.567,46.27,37.664,31.302,66.915,25.048,259.683,20.645,22.32,14.661,98.408,43.658,0,25.684,104.935,36.657,88.996,32.273,216.615
1/7/2018 15:00,0,16.508,121.497,31.934,32.501,20.423,27.346,23.699,37.889,15.143,133.568,10.422,11.184,5.887,63.943,21.316,0,12.367,56.102,15.344,54.916,15.889,152.673
1/7/2018 16:00,0,4.765,38.863,1.767,8.426,3.999,10.25,9.068,8.684,4.532,37.665,4.48,4.644,0.56,21.658,14.863,0,3.55,13.322,1.447,15.38,6.678,42.901
1/7/2018 17:00,0,0.313,0.657,0,0,0,0.618,0.938,0,0.048,0,0.585,0.389,0,0,7.35,0,0.228,0,0,0,0.975,0.066
1/7/2018 18:00,0,0.318,0,0,0,0,0.046,0.32,0,0.047,0,0.556,0.352,0,0,0,0,0.23,0,0,0,0.978,0
