DateTime,RealPower0,RealPower1,RealPower4,RealPower5,RealPower8,RealPower9,RealPower12,RealPower13,RealPower16,RealPower17,RealPower20,RealPower21,RealPower24,RealPower25,RealPower28,RealPower29,RealPower32,RealPower33,RealPower36,RealPower37,RealPower40,RealPower41,RealPower
5/31/2018 9:00,0,70.077,0,254.978,81.08,74.963,37.49,31.526,114.735,37.977,427.999,29.55,32.802,49.007,181.851,81.314,0,43.235,147.926,120.552,171.608,59.973,280.251
5/31/2018 10:00,0,95.403,0,236.096,132.518,135.988,69.713,59.096,171.388,58.631,717.393,45.973,50.903,47.914,311.684,133.975,0,63.656,252.914,142.587,280.733,91.402,309.031
5/31/2018 11:00,0,68.693,0,210.004,106.332,120.302,74.987,61.484,131.962,46.192,604.891,39.024,42.322,38.942,256.969,124.256,0,44.501,206.402,95.983,232.507,85.248,406.955
5/31/2018 12:00,0,83.785,0,357.036,100.742,115.958,58.7,49.428,139.399,46.756,573.748,42.454,46.129,63.879,276.426,133.419,0,54.232,198.383,161.223,217.37,89.579,316.74
5/31/2018 13:00,0,138.747,0,421.592,195.888,194.451,107.548,90.894,266.488,83.272,1038.368,64.611,71.539,79.011,422.621,191.535,0,87.95,361.627,221.446,406.646,130.66,676.72
5/31/2018 14:00,0,134.419,0,373.444,209.832,216.899,131.6,111.134,280.821,88.529,1052.302,68.882,73.742,72.879,473.557,176.362,0,89.316,398.945,179.709,443.518,110.901,820.564
5/31/2018 15:00,0,96.103,0,206.456,185.683,190.017,114.466,94.858,242.602,83.157,776.852,42.235,44.05,39.739,338.973,157.242,0,60.133,270.215,99.899,330.584,103.738,556.71
5/31/2018 16:00,0,49.668,0,127.222,105.691,97.507,80.776,66.319,121.454,46.269,380.25,25.955,28.079,23.75,204.368,94.008,0,30.469,153.064,64.905,199.719,57.287,506.409
5/31/2018 17:00,0,28.333,0,43.267,49.168,67.243,42.344,34.399,56.469,21.729,262.387,20.304,21.906,8.478,134.364,79.992,0,18.505,89.502,22.482,108.077,46.422,222.291
5/31/2018 18:00,0,8.416,0,17.143,11.364,21.64,11.97,9.637,13.761,5.461,66.784,6.107,6.454,3.417,37.858,21.101,0,5.32,22.418,9.422,28.472,11.416,96.264
5/31/2018 19:00,0,3.396,0,0.072,2.981,8.46,5.143,5.016,3.825,1.871,23.685,2.837,2.798,0.345,13.625,5.21,0,2.049,5.372,0.824,10.49,4.146,15.317
5/31/2018 20:00,0,0.294,0,0,0,0.053,0.31,0.513,0,0.048,0,0.571,0.37,0,0,0,0,0.228,0,0,0,1.002,0
5/31/2018 21:00,0,0.29,0,0,0,0,0.051,0.324,0,0.051,0,0.559,0.352,0,0,0,0,0.228,0,0,0,1.007,0
5/31/2018 22:00,0,0.298,0,0,0,0,0.044,0.324,0,0.048,0,0.557,0.352,0,0,0,0,0.228,0,0,0,1.001,0
5/31/2018 23:00,0,0.299,0,0,0,0,0.034,0.324,0,0.048,0,0.559,0.353,0,0,0,0,0.231,0,0,0,0.999,0
6/1/2018 0:00,0,0.284,0,0,0,0,0.033,0.322,0,0.045,0,0.555,0.35,0,0,0,0,0.228,0,0,0,0.994,0
6/1/2018 1:00,0,0.292,0,0,0,0,0.024,0.321,0,0.048,0,0.557,0.352,0,0,0,0,0.228,0,0,0,0.992,0
6/1/2018 2:00,0,0.289,0,0,0,0,0.03,0.324,0,0.048,0,0.56,0.352,0,0,0,0,0.229,0,0,0,0.996,0
6/1/2018 3:00,0,0.298,0,0,0,0,0.027,0.319,0,0.047,0,0.554,0.347,0,0,0,0,0.228,0,0,0,0.983,0
6/1/2018 4:00,0,0.321,0,0,0,0,0.029,0.32,0,0.048,0,0.555,0.348,0,0,0,0,0.228,0,0,0,0.984,0
6/1/2018 5:00,0,0.434,0,5.148,0,0,0.028,0.32,0,0.047,0,0.55,0.347,1.323,0,0,0,0.271,0,0.757,0,0.982,0
6/1/2018 6:00,0,7.186,0,51.114,2.761,2.942,1.353,1.585,5.11,2.547,18.707,3.115,3.211,9.884,9.029,5.08,0,3.979,7.644,18.099,10.8,4.514,27.126
6/1/2018 7:00,0,44.154,0,166.385,34.77,26.643,10.813,9.709,50.184,19.018,192.55,10.575,11.711,31.343,62.337,27.675,0,20.205,55.041,72.472,77.397,18.846,126.081
6/1/2018 8:00,0,74.062,0,274.95,78.497,78.211,23.593,21.606,107.974,38.417,513.072,24.723,30.801,51.808,198.986,82.737,0,44.512,169.735,111.435,194.595,66.096,325.52
6/1/2018 9:00,0,105.599,0,360.896,135.765,136.423,50.654,44.132,180.933,61.264,738.122,46.808,54.423,68.02,329.778,135.64,0,66.69,258.218,166.974,288.727,103.094,532.038
6/1/2018 10:00,0,129.422,0,426.288,178.562,188.039,86.785,71.788,238.76,79.718,934.278,62.92,69.827,79.877,433.739,181.036,0,84.605,341.2,198.85,377.413,131.913,675.85
6/1/2018 11:00,0,142.834,0,461.565,205.942,227.939,113.204,93.334,275.882,91.361,1062.715,72.911,79.512,86.707,499.948,216.624,0,96.137,395.36,217.916,429.549,151.017,780.922
6/1/2018 12:00,0,147.648,0,471.509,220.749,247.201,130.276,107.396,293.708,96.799,1125.601,77.588,84.141,88.726,531.838,226.235,0,100.581,421.196,224.383,453.606,162.936,828.546
6/1/2018 13:00,0,145.654,0,449.007,221.251,249.838,138.056,115.105,293.833,96.862,1131.106,77.997,84.624,84.944,530.601,228.012,0,99.317,422.344,217.707,452.073,165.418,830.463
6/1/2018 14:00,0,136.551,0,402.953,209.103,239.235,138.408,115.51,275.619,92.134,1071.499,74.087,80.15,75.591,504.979,216.523,0,92.04,394.692,197.88,429.342,156.072,781.215
6/1/2018 15:00,0,117.645,0,324.216,183.336,214.514,133.546,110.085,232.295,80.051,943.544,65.155,70.688,60.477,450.189,191.04,0,79.198,342.423,160.679,383.262,134.461,685.709
6/1/2018 16:00,0,86.296,0,224.424,140.026,171.431,116.275,95.397,140.248,61.151,692.275,50.731,55.822,40.789,340.91,149.747,0,55.638,254.44,100.358,294.899,99.211,528.159
6/1/2018 17:00,0,56.81,0,124.315,75.892,121.065,92.526,74.124,77.563,38.245,472.369,34.114,35.527,22.817,234.327,105.284,0,35.227,166.534,50.789,194.403,61.019,328.987
6/1/2018 18:00,0,20.562,0,30.401,25.106,62.803,52.4,48.391,25.766,14.103,186.982,13.695,13.99,5.972,112.575,52.858,0,11.424,59.328,9.278,86.019,23.855,121.919
6/1/2018 19:00,0,2.609,0,0.1,2.051,12.65,13.973,14.437,2.474,1.744,22.009,2.851,2.861,0.42,15.673,6.91,0,1.677,4.154,0.494,14.225,4.466,14.226
6/1/2018 20:00,0,0.306,0,0,0,0.065,0.368,0.594,0,0.074,0,0.603,0.405,0,0,0,0,0.233,0,0,0,1.029,0.011
6/1/2018 21:00,0,0.303,0,0,0,0,0.073,0.332,0,0.076,0,0.568,0.36,0,0,0,0,0.236,0,0,0,1.026,0
6/1/2018 22:00,0,0.302,0,0,0,0,0.059,0.333,0,0.066,0,0.568,0.36,0,0,0,0,0.232,0,0,0,1.016,0
6/1/2018 23:00,0,0.322,0,0,0,0,0.053,0.33,0,0.051,0,0.564,0.358,0,0,0,0,0.232,0,0,0,1.016,0
6/2/2018 0:00,0,0.303,0,0,0,0,0.043,0.328,0,0.049,0,0.563,0.359,0,0,0,0,0.232,0,0,0,1.013,0
6/2/2018 1:00,0,0.304,0,0,0,0,0.049,0.33,0,0.062,0,0.566,0.36,0,0,0,0,0.232,0,0,0,1.015,0
6/2/2018 2:00,0,0.316,0,0,0,0,0.048,0.33,0,0.064,0,0.569,0.36,0,0,0,0,0.232,0,0,0,1.016,0
6/2/2018 3:00,0,0.345,0,0,0,0,0.046,0.331,0,0.05,0,0.569,0.36,0,0,0,0,0.235,0,0,0,1.016,0
6/2/2018 4:00,0,0.341,0,0,0,0,0.049,0.33,0,0.06,0,0.571,0.36,0,0,0,0,0.233,0,0,0,1.016,0
6/2/2018 5:00,0,0.398,0,1.294,0,0,0.05,0.331,0,0.05,0,0.568,0.361,0.821,0,0,0,0.265,0,0.541,0,1.015,0
6/2/2018 6:00,0,4.589,0,33.521,0.001,0.936,0.888,1.145,0.704,1.396,0.39,2.063,2.007,6.485,2.852,2.12,0,2.659,3.06,11.094,5.361,2.795,13.502
6/2/2018 7:00,0,19.693,0,87.724,18.316,19.037,8.206,7.413,26.659,9.269,100.061,8.001,8.864,17.267,47.43,20.922,0,11.48,33.848,37.754,41.417,14.714,95.02
6/2/2018 8:00,0,39.836,0,187.454,60.498,44.395,25.066,21.315,81.872,29.737,223.071,15.196,16.716,32.003,98.086,36.632,0,22.928,77.235,68.551,112.392,27.247,334.359
6/2/2018 9:00,0,90.124,0,334.846,114.338,89.485,46.417,38.446,162.371,51.891,530.776,29.102,32.659,63.326,198.617,67.24,0,54.68,188.718,147.737,228.661,52.551,532.452
6/2/2018 10:00,0,129.3,0,414.839,176.741,175.61,87.545,72.944,237.102,78.7,904.319,58.871,65.55,79.697,425.05,163.794,0,83.114,338.211,193.959,375.953,123.41,676.313
6/2/2018 11:00,0,141.323,0,457.148,201.787,225.405,111.985,93.027,270.584,88.861,1054.151,71.799,78.3,85.842,493.923,200.954,0,95.07,389.78,215.108,421.422,149.786,768.127
6/2/2018 12:00,0,146.525,0,465.227,216.985,243.874,129.666,107.004,290.084,95.225,1116.542,76.629,82.972,87.65,525.373,215.507,0,100.018,415.177,220.503,447.631,154.504,816.332
6/2/2018 13:00,0,144.408,0,444.429,218.514,248.145,137.781,114.477,288.913,95.449,1114.202,74.848,81.902,83.17,522.314,216.432,0,98.631,417.417,214.515,448.235,162.268,817.146
6/2/2018 14:00,0,134.489,0,397.711,204.333,236.895,137.765,113.784,269.85,89.5,1049.988,72.979,78.929,74.694,501.459,208.17,0,91.738,390.046,195.37,426.646,152.939,761.912
6/2/2018 15:00,0,115.355,0,325.136,178.885,210.983,131.384,107.602,228.955,78.18,930.85,61.313,69.159,60.981,442.33,187.157,0,78.445,340.561,162.638,377.808,130.436,674.957
6/2/2018 16:00,0,86.852,0,219.863,137.538,173.144,115.475,94.725,138.56,60.167,736.717,47.666,51.842,41.228,343.315,148.371,0,58.374,260.014,99.557,293.476,96.225,519.089
6/2/2018 17:00,0,51.756,0,116.715,75.012,110.69,91.19,73.154,76.136,37.624,407.604,30.193,31.966,21.544,211.13,99.781,0,31.286,145.859,47.707,190.858,57.513,318.949
6/2/2018 18:00,0,20.205,0,30.377,25.115,56.527,50.538,45.882,25.928,13.931,181.635,12.837,13.301,5.942,108.169,52.21,0,11.303,52.97,9.722,83.923,23.886,121.017
6/2/2018 19:00,0,2.755,0,0.151,2.534,12.796,13.462,13.579,2.869,1.891,23.312,2.968,2.979,0.429,16.478,7.485,0,1.792,1.747,0.506,14.276,4.721,16.208
6/2/2018 20:00,0,0.3,0,0,0,0.103,0.398,0.614,0,0.049,0,0.596,0.4,0,0,0,0,0.228,0,0,0,1.008,0.023
6/2/2018 21:00,0,0.302,0,0,0,0,0.059,0.326,0,0.049,0,0.56,0.352,0,0,0,0,0.229,0,0,0,1.012,0
6/2/2018 22:00,0,0.295,0,0,0,0,0.053,0.328,0,0.053,0,0.561,0.352,0,0,0,0,0.229,0,0,0,1.002,0
6/2/2018 23:00,0,0.287,0,0,0,0,0.045,0.328,0,0.053,0,0.56,0.353,0,0,0,0,0.23,0,0,0,1.011,0
6/3/2018 0:00,0,0.307,0,0,0,0,0.036,0.326,0,0.048,0,0.558,0.351,0,0,0,0,0.231,0,0,0,1.004,0
6/3/2018 1:00,0,0.284,0,0,0,0,0.034,0.325,0,0.048,0,0.559,0.352,0,0,0,0,0.232,0,0,0,1.004,0
6/3/2018 2:00,0,0.292,0,0,0,0,0.044,0.328,0,0.048,0,0.561,0.352,0,0,0,0,0.231,0,0,0,1.004,0
6/3/2018 3:00,0,0.325,0,0,0,0,0.042,0.324,0,0.048,0,0.562,0.352,0,0,0,0,0.23,0,0,0,1.004,0
6/3/2018 4:00,0,0.318,0,0,0,0,0.039,0.325,0,0.048,0,0.562,0.352,0,0,0,0,0.232,0,0,0,1.004,0
6/3/2018 5:00,0,0.388,0,5.607,0,0,0.036,0.321,0,0.045,0,0.549,0.345,1.515,0,0,0,0.262,0,0.937,0,0.985,0
6/3/2018 6:00,0,9.686,0,57.21,2.585,3.359,1.399,1.592,4.346,2.567,15.305,3.345,3.537,9.875,11.186,5.881,0,4.63,8.606,19.288,14.228,4.683,25.744
6/3/2018 7:00,0,33.828,0,170.232,27.542,30.961,8.356,7.407,39.663,15.654,180.251,12.53,14.573,30.047,74.595,32.404,0,16.82,52.679,60.096,65.46,23.336,130.772
6/3/2018 8:00,0,75.283,0,273.133,78.556,79.17,17.362,17.055,107.074,38.147,479.082,28.27,34.523,53.072,199.024,84.142,0,42.922,155.012,112.676,193.324,64.506,332.495
6/3/2018 9:00,0,105.381,0,357.965,134.539,137.527,51.558,44.232,181.268,61.158,736.027,47.331,55.269,68.013,333.204,126.113,0,66.141,259.582,165.922,293.839,102.441,527.002
6/3/2018 10:00,0,128.348,0,423.238,175.766,187.742,85.277,70.646,236.009,78.595,923.97,61.495,68.868,79.774,429.422,175.585,0,83.163,337.145,196.509,370.348,130.121,672.398
6/3/2018 11:00,0,142.168,0,449.952,203.878,225.621,111.618,92.169,272.48,90.682,1055.374,69.37,76.651,86.488,491.495,201.932,0,94.336,394.106,216.974,422.885,146.288,771.028
6/3/2018 12:00,0,143.575,0,434.143,218.673,238.622,129.164,107.579,290.993,96.621,1110.261,65.929,73.393,85.533,488.278,191.424,0,96.794,415.159,214.805,452.662,132.628,827.496
6/3/2018 13:00,0,142.741,0,443.289,220.072,233.915,136.841,114.615,290.44,96.649,1092.385,66.865,73.102,83.559,473.307,190.893,0,95.233,411.569,209.34,448.111,131.847,825.505
6/3/2018 14:00,0,135.655,0,390.262,206.654,225.841,137.528,114.326,272.123,91.029,1040.838,64.538,72.288,70.438,455.648,195.222,0,91.262,396.86,170.489,426.703,133.795,775.847
6/3/2018 15:00,0,112.079,0,260.559,180.381,186.381,133.354,109.308,229.311,78.721,808.178,51.872,56.98,47.106,358.008,170.576,0,73.51,324.232,128.933,378.245,116.346,675.093
6/3/2018 16:00,0,74.025,0,139.903,134.152,126.285,108.619,89.812,133.603,59.158,544.428,37.175,41.773,25.48,234.624,128.854,0,43.71,210.095,68.593,274.5,73.536,521.472
6/3/2018 17:00,0,30.189,0,63.756,52.877,68.865,61.912,48.739,52.695,23.574,266.739,19.715,21.364,12.41,134.899,70.451,0,19.928,94.887,33.169,118.641,42.39,323.953
6/3/2018 18:00,0,13.802,0,21.63,20.004,33.472,23.101,17.901,21.596,10.192,117.234,10.241,11.036,4.43,65.475,34.523,0,8.308,36.167,13.932,51.067,19.471,122.495
6/3/2018 19:00,0,2.746,0,0.104,2,10.973,7.043,6.379,2.619,1.788,14.462,3.134,3.168,0.415,15.97,8.446,0,1.728,4.73,0.543,9.851,5.734,16.048
6/3/2018 20:00,0,0.286,0,0,0,0.09,0.366,0.582,0,0.048,0,0.584,0.39,0,0,0,0,0.224,0,0,0,0.98,0.045
6/3/2018 21:00,0,0.287,0,0,0,0,0.042,0.321,0,0.047,0,0.546,0.344,0,0,0,0,0.226,0,0,0,0.977,0
6/3/2018 22:00,0,0.293,0,0,0,0,0.035,0.324,0,0.046,0,0.547,0.347,0,0,0,0,0.226,0,0,0,0.986,0
6/3/2018 23:00,0,0.288,0,0,0,0,0.028,0.32,0,0.048,0,0.547,0.344,0,0,0,0,0.225,0,0,0,0.98,0
6/4/2018 0:00,0,0.304,0,0,0,0,0.029,0.321,0,0.046,0,0.548,0.344,0,0,0,0,0.228,0,0,0,0.982,0
6/4/2018 1:00,0,0.296,0,0,0,0,0.036,0.319,0,0.047,0,0.549,0.348,0,0,0,0,0.228,0,0,0,0.981,0
6/4/2018 2:00,0,0.318,0,0,0,0,0.035,0.321,0,0.048,0,0.552,0.348,0,0,0,0,0.228,0,0,0,0.984,0
6/4/2018 3:00,0,0.326,0,0,0,0,0.036,0.321,0,0.048,0,0.554,0.348,0,0,0,0,0.228,0,0,0,0.984,0
6/4/2018 4:00,0,0.32,0,0,0,0,0.034,0.32,0,0.048,0,0.552,0.348,0,0,0,0,0.228,0,0,0,0.984,0
6/4/2018 5:00,0,0.323,0,0.746,0,0,0.033,0.319,0,0.048,0,0.547,0.344,0.565,0,0,0,0.227,0,0.391,0,0.977,0
6/4/2018 6:00,0,3.798,0,25.826,0,0.681,0.602,0.861,0,1.068,0,1.844,1.755,4.963,2.289,1.936,0,2.177,2.477,8.701,4.194,2.603,10.997
6/4/2018 7:00,0,15.514,0,71.14,14.467,14.123,6.71,6.117,22.709,8.314,80.997,8.067,8.498,13.681,43.285,15.278,0,9.518,30.23,27.244,36.163,12.33,124.545
6/4/2018 8:00,0,27.546,0,94.559,37.218,35.921,19.524,16.824,49.428,17.335,161.699,11.09,12.037,17.572,80.209,26.295,0,16.516,57.463,39.857,76.257,19.622,309.306
6/4/2018 9:00,0,38.346,0,155.831,56.431,47.793,28.096,23.42,72.543,25.472,238.257,17.143,18.833,27.655,110.455,38.687,0,23.014,86.934,59.001,115.177,28.715,542.587
6/4/2018 10:00,0,71.199,0,335.915,86.259,77.844,44.284,36.933,126.919,42.041,401.797,26.704,30.561,59.201,176.483,70.677,0,43.17,142.352,135.961,181.926,51.883,684.079
6/4/2018 11:00,0,118.836,0,367.618,184.377,168.382,95.198,81.478,244.551,80.795,838.483,46.451,51.384,66.391,357.503,106.423,0,79.032,332.971,148.057,371.419,76.336,769.803
6/4/2018 12:00,0,136.842,0,467.358,202.696,185.559,114.087,96.356,267.701,85.321,879.449,56.911,63.463,87.984,406.439,144.746,0,91.622,359.837,212.736,399.794,107.687,816.419
6/4/2018 13:00,0,145.577,0,435.967,220.725,247.417,137.975,115.456,291.281,96.696,1118.088,77.137,84.174,82.344,529.005,216.713,0,99.791,416.885,207.354,448.948,163.414,816.363
6/4/2018 14:00,0,124.274,0,380.818,188.632,231.125,132.856,112.373,249.192,83.152,953.105,64.461,71.499,71.404,467.843,191.489,0,84.524,355.116,183.793,389.249,139.552,769.929
6/4/2018 15:00,0,117.571,0,326.108,186.02,199.93,125.057,103.504,234.59,80.385,947.841,63.249,71.088,61.555,444.819,191.323,0,79.583,349.045,161.935,392.978,135.878,664.795
6/4/2018 16:00,0,88.867,0,205.696,141.042,170.355,118.312,96.893,142.234,61.34,732.68,49.396,53.537,37.848,347.472,134.757,0,60.469,268.247,96.931,301.41,87.343,519.999
6/4/2018 17:00,0,42.287,0,75.711,73.083,106.689,81.56,65.838,67.761,33.106,382.984,25.687,27.579,14.607,197.743,66.875,0,27.815,143.553,40.089,161.211,43.028,324.39
6/4/2018 18:00,0,14.227,0,15.153,22.256,37.715,27.733,22.501,25.252,10.092,124.43,9.252,9.86,3.254,66.844,28.709,0,8.707,42.039,10.702,53.833,15.734,122.025
6/4/2018 19:00,0,2.115,0,0,2.373,7.793,4.999,4.289,2.952,1.561,17.76,2.264,2.225,0.294,10.322,2.915,0,1.392,3.949,0.411,7.51,3.166,18.901
6/4/2018 20:00,0,0.317,0,0,0,0.025,0.134,0.378,0,0.048,0,0.55,0.351,0,0,0,0,0.228,0,0,0,0.981,0
6/4/2018 21:00,0,0.295,0,0,0,0,0.053,0.323,0,0.054,0,0.553,0.348,0,0,0,0,0.228,0,0,0,0.985,0
6/4/2018 22:00,0,0.283,0,0,0,0,0.041,0.322,0,0.049,0,0.548,0.345,0,0,0,0,0.225,0,0,0,0.979,0
6/4/2018 23:00,0,0.272,0,0,0,0,0.024,0.321,0,0.048,0,0.548,0.344,0,0,0,0,0.225,0,0,0,0.983,0
6/5/2018 0:00,0,0.3,0,0,0,0,0.026,0.32,0,0.047,0,0.546,0.344,0,0,0,0,0.224,0,0,0,0.98,0
6/5/2018 1:00,0,0.293,0,0,0,0,0.027,0.319,0,0.047,0,0.548,0.344,0,0,0,0,0.227,0,0,0,0.979,0
6/5/2018 2:00,0,0.287,0,0,0,0,0.026,0.32,0,0.048,0,0.55,0.344,0,0,0,0,0.225,0,0,0,0.978,0
6/5/2018 3:00,0,0.295,0,0,0,0,0.027,0.318,0,0.047,0,0.552,0.344,0,0,0,0,0.225,0,0,0,0.978,0
6/5/2018 4:00,0,0.297,0,0,0,0,0.032,0.319,0,0.048,0,0.552,0.344,0,0,0,0,0.228,0,0,0,0.983,0
6/5/2018 5:00,0,0.32,0,0.133,0,0,0.029,0.317,0,0.048,0,0.546,0.344,0.332,0,0,0,0.224,0,0.21,0,0.98,0
6/5/2018 6:00,0,2.378,0,12.504,0,0.168,0.263,0.593,0,0.623,0.018,1.263,1.122,2.72,0.35,0.623,0,1.428,0.805,4.108,1.685,1.468,4.564
6/5/2018 7:00,0,10.444,0,37.091,6.485,7.277,4.028,3.834,9.231,4.491,33.643,4.548,4.747,7.481,18.325,8.342,0,5.97,14.649,17.35,20.314,6.6,51.13
6/5/2018 8:00,0,12.833,0,44.504,17.268,19.384,10.841,9.332,21.863,8.079,86.6,6.72,7.115,8.825,42.039,13.248,0,7.627,29.032,19.071,36.566,10.006,103.267
6/5/2018 9:00,0,19.851,0,73.195,21.866,22.931,12.813,11.012,29.877,10.362,114.917,9.453,10.189,14.031,53.258,21.797,0,12.24,42.076,32.907,51.115,16.385,121.445
6/5/2018 10:00,0,30.662,0,138.002,34.208,38.186,21.078,17.455,46.738,15.851,179.742,14.308,15.599,26.025,85.692,35.868,0,19.535,65.378,54.252,78.29,26.811,170.658
6/5/2018 11:00,0,59.553,0,230.082,77.794,73.363,39.327,33.36,106.416,35.953,396.562,28.553,31.235,44.072,178.607,74.188,0,38.17,140.425,96.368,164.733,52.147,415.355
6/5/2018 12:00,0,108.883,0,394.09,142.536,118.007,70.602,59.464,194.701,63.476,648.927,40.48,46.205,77.843,273.357,124.077,0,67.605,256.796,182.282,288.203,84.348,771.646
6/5/2018 13:00,0,133.523,0,426.616,212.899,208.449,118.519,101.45,279.478,88.726,1072.743,65.248,71.684,82.033,466.707,183.045,0,85.993,386.031,216.837,419.676,127.27,816.377
6/5/2018 14:00,0,132.021,0,393.372,192.808,218.177,120.615,101.405,256.987,81.38,1053.786,65.682,72.149,75.045,451.223,177.202,0,90.383,384.221,197.948,406.686,130.934,772.93
6/5/2018 15:00,0,115.48,0,308.534,180.93,208.784,134.56,111.52,227.488,78.425,926.162,61.51,65.64,59.416,425.695,168.76,0,78.036,344.688,161.024,391.128,121.989,673.552
6/5/2018 16:00,0,89.568,0,234.186,143.298,165.521,115.583,95.768,144.202,62.922,744.066,46.818,50.91,43.127,340.86,138.316,0,60.556,265.888,107.715,301.621,91.22,520.485
6/5/2018 17:00,0,51.121,0,80.624,78.536,123.216,94.175,77.013,79.988,39.015,433.017,31.348,33.088,15.096,234.045,97.5,0,31.926,161.546,37.181,193.257,56.92,323.067
6/5/2018 18:00,0,15.749,0,18.403,30.002,39.183,34.697,28.044,31.64,13.582,105.865,9.354,10.024,3.848,64.128,39.944,0,9.338,42.926,11.907,63.104,20.438,117.97
6/5/2018 19:00,0,2.21,0,0,2.653,8.966,6.04,4.9,2.903,1.587,16.811,2.308,2.295,0.263,11.52,6.438,0,1.363,4.789,0.4,8.084,3.271,20.073
6/5/2018 20:00,0,0.28,0,0,0,0.012,0.096,0.359,0,0.048,0,0.547,0.347,0,0,0,0,0.228,0,0,0,0.99,0
6/5/2018 21:00,0,0.294,0,0,0,0,0.045,0.321,0,0.048,0,0.548,0.347,0,0,0,0,0.228,0,0,0,0.991,0
6/5/2018 22:00,0,0.295,0,0,0,0,0.048,0.323,0,0.048,0,0.552,0.348,0,0,0,0,0.228,0,0,0,0.998,0
6/5/2018 23:00,0,0.298,0,0,0,0,0.038,0.322,0,0.048,0,0.55,0.348,0,0,0,0,0.228,0,0,0,0.998,0
6/6/2018 0:00,0,0.313,0,0,0,0,0.038,0.322,0,0.048,0,0.552,0.348,0,0,0,0,0.228,0,0,0,0.994,0
6/6/2018 1:00,0,0.288,0,0,0,0,0.037,0.318,0,0.047,0,0.546,0.343,0,0,0,0,0.224,0,0,0,0.978,0
6/6/2018 2:00,0,0.316,0,0,0,0,0.034,0.314,0,0.046,0,0.544,0.344,0,0,0,0,0.224,0,0,0,0.976,0
6/6/2018 3:00,0,0.306,0,0,0,0,0.035,0.316,0,0.048,0,0.547,0.344,0,0,0,0,0.224,0,0,0,0.978,0
6/6/2018 4:00,0,0.304,0,0,0,0,0.035,0.315,0,0.048,0,0.545,0.344,0,0,0,0,0.224,0,0,0,0.976,0
6/6/2018 5:00,0,0.305,0,0.012,0,0,0.033,0.316,0,0.048,0,0.543,0.344,0.323,0,0,0,0.224,0,0.204,0,0.975,0
6/6/2018 6:00,0,1.927,0,11.233,0,0.08,0.174,0.501,0,0.428,0,1.169,1.019,2.511,0,0.281,0,1.1,0.259,2.6,0.928,1.401,4.445
6/6/2018 7:00,0,10.585,0,54.984,5.834,6.539,3.484,3.404,9.009,4.501,26.145,4.414,4.621,10.736,17.653,8.527,0,6.161,15.174,20.401,20.27,7.002,60.154
6/6/2018 8:00,0,31.564,0,151.624,34.718,28.765,15.944,13.845,48.697,16.359,170.168,13.21,14.471,27.898,74.603,27.275,0,19.398,62.147,57.475,76.873,20.221,178.908
6/6/2018 9:00,0,74.328,0,320.831,84.129,80.774,38.148,32.02,125.53,38.871,399.19,29.495,33.126,57.437,198.266,60.383,0,49.912,161.033,134.154,187.159,41.062,494.984
6/6/2018 10:00,0,109.68,0,394.872,119.647,174.616,68.48,58.342,177.2,56.011,909.583,62.762,70.358,73.069,404.704,171.668,0,74.819,298.95,197.751,311.843,128.609,672.897
6/6/2018 11:00,0,141.868,0,457.789,204.717,215.696,110.569,93.664,272.336,90.106,1051.221,72.265,78.592,88.388,492.428,214.156,0,94.745,389.944,216.292,424.324,149.928,763.47
6/6/2018 12:00,0,146.59,0,429.159,228.74,240.563,128.379,106.941,292.611,95.335,1136.504,68.125,77.894,84.891,513.961,187.93,0,92.098,409.452,208.758,439.034,135.647,813.367
6/6/2018 13:00,0,127.122,0,360.122,225.864,211.874,112.311,96.399,281.363,89.829,921.545,54.213,60.53,72.563,424.528,159.648,0,78.45,357.291,173.31,388.869,111.985,819.449
6/6/2018 14:00,0,107.855,0,337.216,193.011,180.682,119.682,100.215,234.424,79.047,827.75,54.217,59.317,63.186,384.647,171.695,0,75.379,337.974,136.086,377.377,115.754,779.987
6/6/2018 15:00,0,106.694,0,315.493,167.653,167.928,109.156,91.845,212.1,72.149,741.331,52.047,56.803,58.781,357.88,182.215,0,69.938,299.73,131.863,358.816,123.82,680.648
6/6/2018 16:00,0,79.898,0,188.991,128.277,160.064,112.103,94.236,131.821,55.538,634.929,47.127,51.754,36.098,316.926,152.433,0,53.096,245.93,91.267,288.453,99.999,527.026
6/6/2018 17:00,0,41.896,0,80.491,64.19,96.32,68.594,56.378,66.48,28.02,358.632,26.839,29.289,15.38,180.736,95.177,0,24.557,118.735,44.141,136.902,56.456,329.388
6/6/2018 18:00,0,19.459,0,26.069,27.355,42.59,33.243,29.825,33.255,13.272,195.075,12.011,12.932,5.185,79.186,50.285,0,11.686,53.247,15.479,70.75,28.021,125.203
6/6/2018 19:00,0,3.328,0,0.036,4.64,12.423,9.016,7.495,4.828,2.469,28.967,3.368,3.43,0.364,18.903,7.807,0,2.028,8.178,0.467,13.505,5.695,16.416
6/6/2018 20:00,0,0.28,0,0,0,0.062,0.243,0.468,0,0.056,0,0.57,0.376,0,0,0,0,0.228,0,0,0,0.993,0.047
6/6/2018 21:00,0,0.294,0,0,0,0,0.047,0.326,0,0.061,0,0.558,0.351,0,0,0,0,0.228,0,0,0,1.003,0
